window,our_year_month,damodaran_start_of_month,our_premium_trailing_pct,our_EY_trailing_pct,our_real_yield_pct,damodaran_ERP_T12m_pct,damodaran_expected_growth_pct,damodaran_TBond_rate_pct,note,source
main,2024-10,2024-11-01,1.704936053388403,3.5144815079338576,1.8095454545454543,4.31,9.78,4.279999999999999,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2024-11,2024-12-01,1.4538454582173723,3.4885823003226353,2.034736842105263,4.07,9.55,4.18,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2024-12,2025-01-01,1.408381168133818,3.496476406229056,2.0880952380952382,4.33,9.569999999999999,4.58,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-01,2025-02-01,1.3226081499969906,3.5511795785684193,2.2285714285714286,4.2700000000000005,9.64,4.54,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-02,2025-03-01,1.5255288007887615,3.5523709060519195,2.026842105263158,4.35,9.2,4.22,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-03,2025-04-01,1.866100786685618,3.812291262876094,1.946190476190476,4.61,9.2,4.24,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-04,2025-05-01,2.033733445648317,4.071828683743555,2.038095238095238,4.58,8.83,4.17,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-05,2025-06-01,1.6855380621652438,3.7960142526414344,2.1104761904761906,4.2299999999999995,8.57,4.41,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-06,2025-07-01,1.6039111086133948,3.690411108613395,2.0865,4.21,8.61,4.24,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-07,2025-08-01,1.5933438783525316,3.60152569653435,2.0081818181818183,4.15,8.74,4.37,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-08,2025-09-01,1.721633720142916,3.6044908630000583,1.8828571428571428,3.94,7.89,4.2299999999999995,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-09,2025-10-01,1.8239984539901368,3.5730460730377556,1.749047619047619,4.01,8.94,4.16,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-10,2025-11-01,1.762414524298335,3.5192327061165165,1.7568181818181818,3.95,8.94,4.109999999999999,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-11,2025-12-01,1.7153668591821891,3.543144636959967,1.8277777777777775,3.9899999999999998,9.08,4.02,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2025-12,2026-01-01,1.6122633328577038,3.511354241948613,1.8990909090909092,4.2299999999999995,10.48,4.18,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2026-01,2026-02-01,1.6672431244054675,3.574243124405468,1.907,4.25,10.8,4.26,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2026-02,2026-03-01,1.8697872229237669,3.69452406502903,1.8247368421052632,4.37,0.83,3.95,"ANOMALY OBSERVED IN SOURCE FILE: Expected growth rate=0.83% at 2026-03-01, vs 10.80% (Feb) and 12.13% (Apr) neighbors -- looks like a probable data-entry artifact in Damodaran raw file, reported as-is, not corrected or estimated",_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2026-03,2026-04-01,2.0239796779052113,3.93307058699612,1.9090909090909092,4.77,12.13,4.32,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2026-04,2026-05-01,1.9864878564374568,3.9233060382556384,1.9368181818181816,4.36,12.24,4.3999999999999995,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2026-05,2026-06-01,1.7945841578975874,3.833584157897587,2.039,4.31,13.089999999999998,4.44,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
main,2026-06,2026-07-01,1.7858758338307292,3.964923452878349,2.179047619047619,4.2,13.69,4.45,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2014-12,2015-01-01,4.4699034405940266,4.980357986048572,0.5104545454545455,5.78,5.58,2.17,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-01,2015-02-01,4.719632670670256,4.994132670670256,0.2745,6.01,5.38,1.7000000000000002,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-02,2015-03-01,4.555579675343388,4.815579675343388,0.26,5.67,5.510000000000001,2.0,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-03,2015-04-01,4.490748465136852,4.771657556045943,0.2809090909090909,5.86,5.48,1.9300000000000002,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-04,2015-05-01,4.591910675161919,4.668728856980101,0.0768181818181818,5.800000000000001,5.53,2.05,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-05,2015-06-01,4.23047178739295,4.5624717873929495,0.3319999999999999,5.74,5.56,2.13,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-06,2015-07-01,4.023325083069211,4.521052355796484,0.4977272727272728,5.81,5.65,2.36,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-07,2015-08-01,3.9608852697469503,4.464521633383314,0.5036363636363637,5.8999999999999995,5.58,2.18,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-08,2015-09-01,3.9581354530762582,4.513849738790544,0.5557142857142857,6.280000000000001,6.32,2.22,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-09,2015-10-01,4.012596880287593,4.662596880287594,0.65,6.63,6.25,2.06,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-10,2015-11-01,3.8380386543028977,4.409467225731468,0.5714285714285714,6.12,6.29,2.15,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-11,2015-12-01,3.532391090577421,4.225022669524789,0.6926315789473684,6.11,6.32,2.21,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2015-12,2016-01-01,3.48486425243241,4.212591525159683,0.7277272727272728,6.12,5.55,2.27,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-01,2016-02-01,3.843232620276847,4.508495778171584,0.6652631578947369,6.47,5.38,1.92,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-02,2016-03-01,4.068490017958224,4.5404900179582235,0.472,6.510000000000001,5.29,1.7399999999999998,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-03,2016-04-01,3.9378082589039822,4.27508098617671,0.3372727272727273,6.24,5.32,1.77,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-04,2016-05-01,3.9819319539103306,4.172408144386521,0.1904761904761904,6.22,5.33,1.83,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-05,2016-06-01,3.988429289558528,4.20033405146329,0.2119047619047619,6.12,5.33,1.83,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-06,2016-07-01,3.996954587552388,4.1710454966432975,0.1740909090909091,6.27,5.1499999999999995,1.47,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-07,2016-08-01,4.040020793584315,4.078520793584315,0.0385,6.0600000000000005,5.140000000000001,1.4500000000000002,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-08,2016-09-01,3.9821537722582554,4.070414641823473,0.0882608695652174,6.06,5.21,1.59,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-09,2016-10-01,4.013238436873296,4.128952722587582,0.1157142857142857,6.16,5.21,1.6,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-10,2016-11-01,4.1446442637026255,4.242144263702626,0.0975,6.260000000000001,5.319999999999999,1.8399999999999999,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-11,2016-12-01,3.963160661250168,4.283160661250168,0.32,6.02,5.62,2.39,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2016-12,2017-01-01,3.652335182240151,4.208525658430627,0.5561904761904761,5.6899999999999995,5.54,2.45,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-01,2017-02-01,3.818922875862959,4.239922875862959,0.421,5.59,5.55,2.4699999999999998,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-02,2017-03-01,3.822337629636624,4.222337629636624,0.3999999999999999,5.390000000000001,5.510000000000001,2.39,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-03,2017-04-01,3.751678928578907,4.237331102491951,0.4856521739130435,5.38,5.510000000000001,2.39,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-04,2017-05-01,3.912465487419121,4.303518118998069,0.3910526315789474,5.34,5.46,2.3,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-05,2017-06-01,3.8238561107347513,4.290674292552933,0.4668181818181818,5.29,5.42,2.21,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-06,2017-07-01,3.815459404666263,4.273641222848081,0.4581818181818182,5.13,5.46,2.3,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-07,2017-08-01,3.734184181573693,4.280184181573693,0.546,5.029999999999999,5.46,2.3,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-08,2017-09-01,3.884538854861111,4.318017115730676,0.4334782608695652,5.04,5.37,2.12,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-09,2017-10-01,3.927502318640587,4.295502318640587,0.368,4.92,5.48,2.33,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-10,2017-11-01,3.7261258543307822,4.224221092426021,0.4980952380952381,4.81,5.5,2.37,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-11,2017-12-01,3.7048658580492977,4.200580143763583,0.4957142857142857,4.68,5.52,2.42,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2017-12,2018-01-01,3.621098275745588,4.124098275745588,0.503,5.08,7.049999999999999,2.41,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-01,2018-02-01,3.465066074031591,4.005066074031591,0.54,4.78,7.17,2.74,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-02,2018-03-01,3.441520615701818,4.19888903675445,0.7573684210526316,4.96,7.22,2.87,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-03,2018-04-01,3.5192688858714085,4.271173647776171,0.7519047619047619,5.19,7.17,2.74,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-04,2018-05-01,3.697271121696192,4.4386996931247635,0.7414285714285714,5.16,7.24,2.9499999999999997,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-05,2018-06-01,3.6110195793185738,4.446928670227664,0.8359090909090909,5.06,7.22,2.87,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-06,2018-07-01,3.6520222729932823,4.4467841777551875,0.7947619047619048,5.37,7.21,2.85,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-07,2018-08-01,3.7038633535629577,4.478625258324862,0.7747619047619048,5.18,7.249999999999999,2.96,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-08,2018-09-01,3.680307203859352,4.470307203859352,0.79,5.04,7.21,2.86,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-09,2018-10-01,3.612829843003165,4.493882474582112,0.8810526315789474,5.38,7.28,3.0700000000000003,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-10,2018-11-01,3.6641186842758575,4.7050277751849485,1.040909090909091,5.76,7.32,3.16,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-11,2018-12-01,3.724025639895761,4.837025639895761,1.113,5.680000000000001,7.26,2.9899999999999998,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2018-12,2019-01-01,4.140443620180778,5.1567594096544624,1.016315789473684,5.96,4.12,2.68,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-01,2019-02-01,4.183059636903825,5.103059636903825,0.92,5.53,4.109999999999999,2.63,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-02,2019-03-01,4.054614484819235,4.854088169029762,0.7994736842105263,5.36,4.14,2.7199999999999998,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-03,2019-04-01,4.134734953275599,4.792830191370837,0.6580952380952381,5.75,4.07,2.4,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-04,2019-05-01,4.042460978881531,4.638175264595817,0.5957142857142858,5.62,4.109999999999999,2.5100000000000002,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-05,2019-06-01,4.15957304000417,4.728209403640533,0.5686363636363636,5.93,3.62,2.1399999999999997,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-06,2019-07-01,4.306347522810078,4.680347522810077,0.374,5.67,3.44,2.0,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-07,2019-08-01,4.182117653792551,4.488481290156187,0.3063636363636364,5.59,3.45,2.02,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-08,2019-09-01,4.573980462141634,4.613980462141634,0.04,5.75,3.2399999999999998,1.5,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-09,2019-10-01,4.344007305452834,4.456507305452834,0.1125,5.55,3.3099999999999996,1.67,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-10,2019-11-01,4.390844354726438,4.5367534456355285,0.1459090909090909,5.4399999999999995,3.3099999999999996,1.68,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-11,2019-12-01,4.249813079342868,4.421392026711289,0.171578947368421,5.25,3.35,1.78,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
control,2019-12,2020-01-01,4.245574788599714,4.390336693361618,0.1447619047619047,5.2,3.9600000000000004,1.92,,_research/2026-09-12-P2c-monthly_series.csv + data/vintages/damodaran_erp_2026-09-13/ERPbymonth.xlsx (sheet: Historical ERP)
