date,spy_ret,gspc_ret,payment_yield,cash_usd,n_payers,py_quintile,vix_lag,dow,month
2015-04-20,0.0091368559,0.0092351317,3.9317e-05,791399170.75,4,3.0,13.8900003433,0,4
2015-04-21,-0.0011913271,-0.0014806053,1.5247e-06,30971560.31,1,1.0,13.3000001907,1,4
2015-04-22,0.0049141162,0.0050874804,6.12338e-05,1242334918.51,2,4.0,13.25,2,4
2015-04-23,0.0025162549,0.0023577159,2.25656e-05,460069667.63,2,3.0,12.7100000381,3,4
2015-04-24,0.002320469,0.0022528006,5.6073e-06,114609454.59,3,1.0,12.4799995422,4,4
2015-04-27,-0.0041577588,-0.0041413142,1.09832e-05,225010076.86,1,2.0,12.2899999619,0,4
2015-04-28,0.0031788118,0.0027692317,0.0,0.0,0,,13.1199998856,1,4
2015-04-29,-0.0041146193,-0.0037403356,0.0,0.0,0,,12.4099998474,2,4
2015-04-30,-0.0100204233,-0.0101289066,0.0,0.0,0,,13.3900003433,3,4
2015-05-01,0.0108413817,0.0109230017,8.51725e-05,1718612233.77,6,4.0,14.5500001907,4,5
2015-05-04,0.0028474094,0.0029407487,1.90329e-05,388210786.46,2,2.0,12.6999998093,0,5
2015-05-05,-0.0114518898,-0.0118373837,1.1521e-06,23565941.65,1,1.0,12.8500003815,1,5
2015-05-06,-0.0041168053,-0.0044557248,0.0,0.0,0,,14.3100004196,2,5
2015-05-07,0.0039896263,0.0037738134,0.0,0.0,0,,15.1499996185,3,5
2015-05-08,0.0131660845,0.0134579012,1.14868e-05,232236435.75,4,2.0,15.1300001144,4,5
2015-05-11,-0.0047726799,-0.0050895605,0.0001074133,2200242361.6,2,5.0,12.8599996567,0,5
2015-05-12,-0.0029913341,-0.0029496377,0.0,0.0,0,,13.8500003815,1,5
2015-05-13,0.000190535,-0.0003049548,0.0,0.0,0,,13.8599996567,2,5
2015-05-14,0.0104275897,0.0107792866,9.2377e-05,1877933759.3,1,5.0,13.7600002289,3,5
2015-05-15,0.0010838119,0.0007684139,2.11204e-05,433834357.26,5,2.0,12.7399997711,4,5
2015-05-18,0.0031067768,0.003047948,6.65734e-05,1368966349.2,8,4.0,12.3800001144,0,5
2015-05-19,-0.0003285186,-0.0006433745,5.4815e-06,113067691.87,2,1.0,12.7299995422,1,5
2015-05-20,-0.0007040975,-0.0009305163,0.0,0.0,0,,12.8500003815,2,5
2015-05-21,0.0029124159,0.0023378745,9.122e-06,187966302.2,2,2.0,12.8800001144,3,5
2015-05-22,-0.0023887331,-0.0022338863,1.39513e-05,288314917.25,3,2.0,12.1099996567,4,5
2015-05-26,-0.0107517183,-0.0102819802,3.23804e-05,667571349.73,2,3.0,12.1300001144,1,5
2015-05-27,0.0094921691,0.0091626413,0.0,0.0,0,,14.0600004196,2,5
2015-05-28,-0.0011283039,-0.0012667609,0.0,0.0,0,,13.2700004578,3,5
2015-05-29,-0.0062129685,-0.0063184692,0.000157656,3242228651.0,4,5.0,13.3100004196,4,5
2015-06-01,0.002036601,0.0020594613,0.0002319786,4741047152.25,10,5.0,13.8400001526,0,6
2015-06-02,-0.000992611,-0.0010085962,0.0001131811,2317841931.39,4,5.0,13.970000267,1,6
2015-06-03,0.0026494964,0.0021188711,4.3079e-06,88134107.23,1,1.0,14.2399997711,2,6
2015-06-04,-0.008446552,-0.0086231676,5.7555e-06,118062391.85,2,1.0,13.6599998474,3,6
2015-06-05,-0.001713228,-0.0014361829,6.97359e-05,1418406223.91,9,4.0,14.7100000381,4,6
2015-06-08,-0.006149633,-0.0064745098,0.0001176429,2388719404.35,7,5.0,14.2100000381,0,6
2015-06-09,-0.0001438928,0.000418353,1.56423e-05,315661746.45,5,2.0,15.2899999619,1,6
2015-06-10,0.0119932839,0.0120424248,3.34341e-05,674600677.69,4,3.0,14.470000267,2,6
2015-06-11,0.0032235503,0.0017386264,0.0001154524,2357427019.82,2,5.0,13.220000267,3,6
2015-06-12,-0.0076549182,-0.0069942999,1.16082e-05,237792522.22,3,2.0,12.8500003815,4,6
2015-06-15,-0.0042854813,-0.0046225725,0.0001062894,2160655750.47,16,5.0,13.779999733,0,6
2015-06-16,0.0054516732,0.0056898566,3.9153e-06,79249988.2,1,1.0,15.3900003433,1,6
2015-06-17,0.0016171051,0.0019796413,2.43022e-05,494580694.4,2,3.0,14.8100004196,2,6
2015-06-18,0.010399366,0.0099027106,1.0157e-06,20703407.46,1,1.0,14.5,3,6
2015-06-19,-0.0092583947,-0.0053035017,5.63172e-05,1159920148.9,8,4.0,13.1899995804,4,6
2015-06-22,0.0051231054,0.0060948666,1.3479e-06,27504037.16,1,1.0,13.9600000381,0,6
2015-06-23,0.0007078857,0.0006358685,3.1937e-05,655029186.42,3,3.0,12.7399997711,1,6
2015-06-24,-0.0072627492,-0.007353297,3.81627e-05,783272823.76,3,3.0,12.1099996567,2,6
2015-06-25,-0.0030403771,-0.0029735743,8.7184e-06,177642105.06,1,2.0,13.2600002289,3,6
2015-06-26,-0.0001905713,-0.0003900796,0.0001003417,2038294318.11,12,5.0,14.0100002289,4,6
2015-06-29,-0.0209703984,-0.0208661939,0.0002835772,5759358030.52,16,5.0,14.0200004578,0,6
2015-06-30,0.002093311,0.0026584899,8.56786e-05,1703612070.97,12,4.0,18.8500003815,1,6
2015-07-01,0.0080155154,0.0069360401,2.36046e-05,470331740.55,5,3.0,18.2299995422,2,7
2015-07-02,-0.0009156744,-0.0003080227,1.43597e-05,288416408.25,1,2.0,16.0900001526,3,7
2015-07-06,-0.0028459618,-0.0038617569,8.00501e-05,1606341824.58,3,4.0,16.7900009155,0,7
2015-07-07,0.0062887144,0.0060809751,3.22979e-05,646267403.02,1,3.0,17.0100002289,1,7
2015-07-08,-0.016777259,-0.0166527491,0.0,0.0,0,,16.0900001526,2,7
2015-07-09,0.0018090017,0.0022622026,0.0,0.0,0,,19.6599998474,3,7
2015-07-10,0.0125915174,0.0123384851,1.009e-06,20012042.96,1,1.0,19.9699993134,4,7
2015-07-13,0.0110372498,0.0110660492,4.50192e-05,904127725.35,3,3.0,16.8299999237,0,7
2015-07-14,0.0043380292,0.0044531592,0.0001611601,3272327840.38,18,5.0,13.8999996185,1,7
2015-07-15,-0.0003322198,-0.0007349861,2.08187e-05,424554277.42,5,2.0,13.3699998856,2,7
2015-07-16,0.0080243219,0.0080146804,0.0,0.0,0,,13.2299995422,3,7
2015-07-17,0.0008478223,0.001106183,3.05574e-05,627945733.1,6,3.0,12.1099996567,4,7
2015-07-20,0.0005176987,0.0007712339,1.27974e-05,263206243.36,2,2.0,11.9499998093,0,7
2015-07-21,-0.0039512505,-0.0042616894,1.5051e-06,30971560.31,1,1.0,12.25,1,7
2015-07-22,-0.0017945921,-0.0023877099,6.06121e-05,1242334918.51,2,4.0,12.220000267,2,7
2015-07-23,-0.0056299497,-0.0056760403,1.7535e-06,35876527.22,1,1.0,12.1199998856,3,7
2015-07-24,-0.0103720276,-0.010703328,2.48606e-05,505777083.9,4,3.0,12.6400003433,4,7
2015-07-27,-0.00581734,-0.0057750152,3.5274e-06,71019851.25,2,1.0,13.7399997711,0,7
2015-07-28,0.0122830341,0.0123861546,0.0,0.0,0,,15.6000003815,1,7
2015-07-29,0.006879102,0.0073187953,0.0,0.0,0,,13.4399995804,2,7
2015-07-30,0.0002372399,2.83673e-05,0.0,0.0,0,,12.5,3,7
2015-07-31,-0.0015179172,-0.00227152,9.19693e-05,1876768833.41,6,5.0,12.1300001144,4,7
2015-08-03,-0.0033729535,-0.0027568867,2.0625e-05,420244380.29,2,2.0,12.1199998856,0,8
2015-08-04,-0.0019542801,-0.0022497048,0.0,0.0,0,,12.5600004196,1,8
2015-08-05,0.0032954553,0.0031146787,0.0,0.0,0,,13.0,2,8
2015-08-06,-0.0081877525,-0.0077529853,6.91e-08,1404464.49,1,1.0,12.5100002289,3,8
2015-08-07,-0.0019198903,-0.0028748824,1.26037e-05,254182624.58,3,2.0,13.7700004578,4,8
2015-08-10,0.0125992326,0.0128081665,0.0001048826,2111146620.61,3,5.0,13.3900003433,0,8
2015-08-11,-0.0090231709,-0.0095571025,0.0,0.0,0,,12.2299995422,1,8
2015-08-12,0.0011980639,0.0009500547,0.0,0.0,0,,13.7100000381,2,8
2015-08-13,-0.0012444692,-0.0012752121,9.28634e-05,1877933759.3,1,5.0,13.6099996567,3,8
2015-08-14,0.0036422625,0.0039119641,4.4661e-06,90202585.17,2,1.0,13.4899997711,4,8
2015-08-17,0.0055868502,0.0052114242,0.00011042,2238318382.9,16,5.0,12.8299999237,0,8
2015-08-18,-0.0028966267,-0.0026255302,5.7694e-06,117604025.96,1,1.0,13.0200004578,1,8
2015-08-19,-0.0079054597,-0.0082548762,0.0,0.0,0,,13.7899999619,2,8
2015-08-20,-0.020881365,-0.0211001701,1.00336e-05,202322669.36,2,2.0,15.25,3,8
2015-08-21,-0.0301024629,-0.0318509657,1.36056e-05,268621826.44,2,2.0,19.1399993896,4,8
2015-08-24,-0.0421068683,-0.0394136929,0.000103668,1985146856.36,7,5.0,28.0300006866,0,8
2015-08-25,-0.0117677875,-0.013521995,4.77818e-05,876451715.99,5,4.0,40.7400016785,1,8
2015-08-26,0.0383937752,0.0390338588,0.0,0.0,0,,36.0200004578,2,8
2015-08-27,0.0247351506,0.0242977486,2.2985e-06,43264247.15,1,1.0,30.3199996948,3,8
2015-08-28,5.01556e-05,0.0006087364,1.19364e-05,230234679.37,3,2.0,26.1000003815,4,8
2015-08-31,-0.0080790878,-0.0083916704,0.0001099786,2121425595.85,8,5.0,26.0499992371,0,8
2015-09-01,-0.0298476954,-0.0295764466,8.45067e-05,1616916502.75,4,4.0,28.4300003052,1,9
2015-09-02,0.0189810675,0.018292975,4.748e-06,88134107.23,1,1.0,31.3999996185,2,9
2015-09-03,0.0007164392,0.0011647935,0.0,0.0,0,,26.0900001526,3,9
2015-09-04,-0.0151368278,-0.0153295957,0.0001649732,3122676212.22,8,5.0,25.6100006104,4,9
2015-09-08,0.025131089,0.0250830536,0.0002275613,4242169122.57,11,5.0,27.7999992371,1,9
2015-09-09,-0.0133718254,-0.0138975605,1.01627e-05,194212743.13,1,2.0,24.8999996185,2,9
2015-09-10,0.0054418238,0.005277955,0.0001608091,3032027697.51,6,5.0,26.2299995422,3,9
2015-09-11,0.0045442908,0.0044870432,1.8679e-05,354106677.0,4,2.0,24.3700008392,4,9
2015-09-14,-0.0037105366,-0.0040896557,4.374e-05,832966321.07,11,3.0,23.2000007629,0,9
2015-09-15,0.0124994249,0.0128313114,9.26538e-05,1757912169.83,13,5.0,24.25,1,9
2015-09-16,0.0086666628,0.0087054143,1.32887e-05,255277159.19,2,2.0,22.5400009155,2,9
2015-09-17,-0.0022479617,-0.0025610593,1.83688e-05,355924316.19,2,2.0,21.3500003815,3,9
2015-09-18,-0.0214289234,-0.0161641657,6.71437e-05,1298088536.81,5,4.0,21.1399993896,4,9
2015-09-21,0.0051676121,0.0045657836,1.79801e-05,340160849.97,4,2.0,22.2800006866,0,9
2015-09-22,-0.0129797565,-0.0123184293,2.28455e-05,434440827.25,4,3.0,20.1399993896,1,9
2015-09-23,-0.0015986672,-0.0020486429,2.79268e-05,524176034.86,1,3.0,22.4400005341,2,9
2015-09-24,-0.0036157654,-0.0033629843,9.076e-06,170080551.2,1,2.0,22.1299991608,3,9
2015-09-25,-0.0002591384,-0.0004657933,2.59032e-05,483661231.45,6,3.0,23.4699993134,4,9
2015-09-28,-0.0250972852,-0.0256660905,4.13753e-05,772353830.69,5,3.0,23.6200008392,0,9
2015-09-29,0.0005850785,0.0012328533,0.0003242924,5901651219.61,18,5.0,27.6299991608,1,9
2015-09-30,0.0186583556,0.0190755559,7.02782e-05,1279709725.48,6,4.0,26.8299999237,2,9
2015-10-01,0.0026091947,0.0019738842,2.05004e-05,380260429.43,3,2.0,24.5,3,10
2015-10-02,0.0149377767,0.0143152893,7.22938e-05,1344472503.88,10,4.0,22.5499992371,4,10
2015-10-05,0.0177948781,0.0182898408,8.84841e-05,1670151248.34,3,4.0,20.9400005341,0,10
2015-10-06,-0.0034262505,-0.0035882362,3.40078e-05,653324137.22,4,3.0,19.5400009155,1,10
2015-10-07,0.0081905578,0.0080356336,0.0,0.0,0,,19.3999996185,2,10
2015-10-08,0.0090266437,0.0088184355,0.0,0.0,0,,18.3999996185,3,10
2015-10-09,0.0005963675,0.0007251113,1.20384e-05,234462689.27,2,2.0,17.4200000763,4,10
2015-10-12,0.0009437364,0.0012754772,0.0,0.0,0,,17.0799999237,0,10
2015-10-13,-0.0063021251,-0.0068254239,1.4783e-06,28836251.65,1,1.0,16.1700000763,1,10
2015-10-14,-0.004794041,-0.0047162742,1.11363e-05,215859512.53,1,2.0,17.6700000763,2,10
2015-10-15,0.0153545733,0.0148527736,2.20086e-05,424554277.42,5,3.0,18.0300006866,3,10
2015-10-16,0.0045465685,0.0045704743,0.0002488261,4873658365.3,18,5.0,16.0499992371,4,10
2015-10-19,0.0004919115,0.0002705455,1.81009e-05,356146466.88,3,2.0,15.0500001907,0,10
2015-10-20,-0.001278431,-0.0014210903,7.21266e-05,1419835100.89,4,4.0,14.9799995422,1,10
2015-10-21,-0.006203508,-0.005825415,4.96349e-05,975829405.5,4,4.0,15.75,2,10
2015-10-22,0.016893675,0.0166275716,2.7395e-06,53524081.3,1,1.0,16.7000007629,3,10
2015-10-23,0.0109617074,0.0110303445,1.2167e-06,24172893.92,1,1.0,14.4499998093,4,10
2015-10-26,-0.0024576865,-0.0019131007,2.6632e-06,53492868.83,1,1.0,14.4600000381,0,10
2015-10-27,-0.0019323377,-0.0025541185,2.14091e-05,428967165.81,1,3.0,15.2899999619,1,10
2015-10-28,0.0113745923,0.0118400333,2.0496e-05,409878083.09,1,2.0,15.4300003052,2,10
2015-10-29,-0.0005742767,-0.0004497742,0.0,0.0,0,,14.3299999237,3,10
2015-10-30,-0.0043097694,-0.004809877,0.0,0.0,0,,14.6099996567,4,10
2015-11-02,0.0118309373,0.011873817,4.89144e-05,984485548.98,3,4.0,15.0699996948,0,11
2015-11-03,0.0028993803,0.0027280673,0.0,0.0,0,,14.1499996185,1,11
2015-11-04,-0.0030331725,-0.0035453672,0.0,0.0,0,,14.5399999619,2,11
2015-11-05,-0.0009983206,-0.0011321484,0.0,0.0,0,,15.5100002289,3,11
2015-11-06,-0.0005234386,-0.0003476213,8.0047e-06,162829408.36,2,1.0,15.0500001907,4,11
2015-11-09,-0.0093315155,-0.0098227294,4.54523e-05,924088753.45,3,3.0,14.3299999237,0,11
2015-11-10,0.0023067845,0.001510595,5.44828e-05,1097351100.84,2,4.0,16.5200004578,1,11
2015-11-11,-0.0039316843,-0.0032280858,0.0,0.0,0,,15.2899999619,2,11
2015-11-12,-0.0139598011,-0.0139903756,9.33908e-05,1877933759.3,1,5.0,16.0599994659,3,11
2015-11-13,-0.0112282908,-0.0112073647,8.2001e-06,162588955.95,2,1.0,18.3700008392,4,11
2015-11-16,0.0152068823,0.0149032653,0.0001425945,2795563446.34,14,5.0,20.0799999237,0,11
2015-11-17,-0.0007294714,-0.0013393792,0.0,0.0,0,,18.1599998474,1,11
2015-11-18,0.0158660363,0.0161624518,0.0,0.0,0,,18.8400001526,2,11
2015-11-19,-0.000862323,-0.0011231092,7.4609e-06,150741855.23,1,1.0,16.8500003815,3,11
2015-11-20,0.0036441836,0.0038101957,1.03824e-05,209585740.62,4,2.0,16.9899997711,4,11
2015-11-23,-0.001146578,-0.0012348608,5.28691e-05,1071144026.56,7,4.0,15.470000267,0,11
2015-11-24,0.0013392585,0.001221996,0.0001052807,2130573121.27,9,5.0,15.6199998856,1,11
2015-11-25,-0.0001432949,-0.0001291323,0.0,0.0,0,,15.9300003052,2,11
2015-11-27,0.0011465232,0.0005936177,0.0001890931,3831264867.74,7,5.0,15.1899995804,4,11
2015-11-30,-0.0041515324,-0.0046409973,0.0001411341,2862834986.44,10,5.0,15.1199998856,0,11
2015-12-01,0.009535628,0.0106805734,7.34958e-05,1484636896.31,4,4.0,16.1299991608,1,12
2015-12-02,-0.0102050217,-0.0109956932,8.0539e-06,164241947.71,2,1.0,14.6700000763,2,12
2015-12-03,-0.0140027727,-0.0143735267,0.0,0.0,0,,15.9099998474,3,12
2015-12-04,0.0195029157,0.0205256691,0.0001635895,3255784430.26,9,5.0,18.1100006104,4,12
2015-12-07,-0.0060585299,-0.006989503,5.00285e-05,1015093294.64,6,4.0,14.8100004196,0,12
2015-12-08,-0.0067195062,-0.0064899017,0.0001050843,2119274962.47,5,5.0,15.8400001526,1,12
2015-12-09,-0.00777966,-0.007738985,0.0,0.0,0,,17.6000003815,2,12
2015-12-10,0.0025810791,0.0022513872,0.0001768336,3514747459.98,8,5.0,19.6100006104,3,12
2015-12-11,-0.0193811159,-0.0194227673,3.88194e-05,773566203.49,3,3.0,19.3400001526,4,12
2015-12-14,0.0050524519,0.00475556,4.1298e-06,80700750.34,2,1.0,24.3899993896,0,12
2015-12-15,0.0104978065,0.0106185611,0.0001750619,3438186664.83,17,5.0,22.7299995422,1,12
2015-12-16,0.0146320052,0.0145149694,1.37525e-05,272931539.45,3,2.0,20.9500007629,2,12
2015-12-17,-0.0152381781,-0.0150405209,1.63048e-05,328319772.91,1,2.0,17.8600006104,3,12
2015-12-18,-0.0236258729,-0.01779722,7.71484e-05,1529818908.15,6,4.0,18.9400005341,4,12
2015-12-21,0.0082491444,0.0077784025,7.4778e-06,144778830.61,1,1.0,20.7000007629,0,12
2015-12-22,0.0090742393,0.0088167361,0.0,0.0,0,,18.7000007629,1,12
2015-12-23,0.0123833134,0.0124180683,0.0,0.0,0,,16.6000003815,2,12
2015-12-24,-0.0016503815,-0.0015986362,0.0,0.0,0,,15.5699996948,3,12
2015-12-28,-0.0022850349,-0.0021785599,9.17777e-05,1827195441.2,9,5.0,15.7399997711,0,12
2015-12-29,0.0106719317,0.0106297629,0.0001510654,3000678271.37,16,5.0,16.9099998474,1,12
2015-12-30,-0.0070877592,-0.0072172286,4.28556e-05,860344228.09,4,3.0,16.0799999237,2,12
2015-12-31,-0.0100033877,-0.0094119131,4.3632e-06,86971978.85,2,1.0,17.2900009155,3,12
2016-01-04,-0.0139794522,-0.0153037311,0.0001665308,3286274332.84,8,5.0,18.2099990845,0,1
2016-01-05,0.0016913557,0.002012226,6.21537e-05,1209379067.2,4,4.0,20.7000007629,1,1
2016-01-06,-0.0126141899,-0.0131153967,3.50327e-05,682814632.84,2,3.0,19.3400001526,2,1
2016-01-07,-0.0239915708,-0.023700443,4.95932e-05,954416439.43,1,4.0,20.5900001526,3,1
2016-01-08,-0.0109765774,-0.0108383744,0.0001233175,2316296413.31,3,5.0,24.9899997711,4,1
2016-01-11,0.0009900086,0.0008532721,5.9509e-06,110550528.6,2,1.0,27.0100002289,0,1
2016-01-12,0.0080683101,0.0078027985,5.54074e-05,1030324209.35,1,4.0,24.2999992371,1,1
2016-01-13,-0.0249406266,-0.0249654523,0.0,0.0,0,,22.4699993134,2,1
2016-01-14,0.0164168343,0.0166959054,1.18098e-05,215859512.53,1,2.0,25.2199993134,3,1
2016-01-15,-0.0214661349,-0.021599098,2.05745e-05,382232779.02,5,2.0,23.9500007629,4,1
2016-01-19,0.0013311325,0.0005318216,4.3615e-06,79289074.85,1,1.0,27.0200004578,1,1
2016-01-20,-0.0128150787,-0.0116938552,6.0355e-05,1098665434.27,4,4.0,26.0499992371,2,1
2016-01-21,0.0056019853,0.0051954384,0.0,0.0,0,,27.5900001526,3,1
2016-01-22,0.0205153023,0.020283701,8.94584e-05,1616582779.76,4,5.0,26.6900005341,4,1
2016-01-25,-0.0151165485,-0.0156379821,1.7544e-05,323537995.39,2,2.0,22.3400001526,0,1
2016-01-26,0.0136431335,0.0141443356,2.3937e-06,43475261.52,1,1.0,24.1499996185,1,1
2016-01-27,-0.0108832392,-0.0108634838,2.22632e-05,409878083.09,1,3.0,22.5,2,1
2016-01-28,0.005209141,0.0055285772,0.0,0.0,0,,23.1100006104,3,1
2016-01-29,0.0243773497,0.0247602174,0.0,0.0,0,,22.4200000763,4,1
2016-02-01,-0.0003613841,-0.0004432366,1.51331e-05,283765225.99,3,2.0,20.2000007629,0,2
2016-02-02,-0.0180221551,-0.0187430908,2.74854e-05,515198940.46,3,3.0,19.9799995422,1,2
2016-02-03,0.0059949483,0.0049920389,0.0,0.0,0,,21.9799995422,2,2
2016-02-04,0.0015682334,0.0015267326,0.0,0.0,0,,21.6499996185,3,2
2016-02-05,-0.0190501516,-0.0184812463,0.0,0.0,0,,21.8400001526,4,2
