cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag
842023,BIO-TECHNE CORPORATION,37766000.0,0001437749-19-002066,2019-02-01,,,,,,2018,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE CORPORATION,38351667.0,0001437749-20-001901,2020-02-03,,,,,,2019,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE CORPORATION,38798834.0,0001437749-21-002157,2021-02-01,,,,,,2020,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE Corp,39288254.0,0001437749-22-002626,2022-02-03,,,,,,2021,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE Corp,157275200.0,0001558370-23-000979,2023-02-01,,,,,,2022,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE Corp,157191685.0,0001558370-24-000862,2024-02-02,,,,,,2023,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE Corp,158087683.0,0001558370-25-000689,2025-02-03,,,,,,2024,EntityCommonStockSharesOutstanding
842023,BIO-TECHNE Corp,156453292.0,0001104659-26-010335,2026-01-29,,,,,,2025,EntityCommonStockSharesOutstanding
849395,CRH public limited company,838958469.0,0001193125-18-076345,2017-12-31,,,,,,2017,EntityCommonStockSharesOutstanding
849395,CRH public limited company,843390338.0,0001193125-19-068446,2018-12-31,,,,,,2018,EntityCommonStockSharesOutstanding
849395,CRH public limited company,799640338.0,0001193125-20-064341,2019-12-31,,,,,,2019,EntityCommonStockSharesOutstanding
849395,CRH public limited company,795140338.0,0001193125-21-078969,2020-12-31,,,,,,2020,EntityCommonStockSharesOutstanding
849395,CRH PUBLIC LTD CO,774140338.0,0001193125-22-072901,2021-12-31,,,,,,2021,EntityCommonStockSharesOutstanding
849395,CRH PUBLIC LTD CO,752140338.0,0001628280-23-007435,2022-12-31,,,,,,2022,EntityCommonStockSharesOutstanding
849395,CRH public limited company,690357372.0,0001628280-24-011326,2023-12-31,,,,,,2023,EntityCommonStockSharesOutstanding
849395,CRH public limited company,676475037.0,0001628280-25-008179,2025-02-13,,,,,,2024,EntityCommonStockSharesOutstanding
849395,CRH public limited company,668250818.0,0001628280-26-009043,2026-02-04,,,,,,2025,EntityCommonStockSharesOutstanding
849395,CRH public limited company,665284511.0,0001628280-26-050755,2026-07-20,,,,,,2026,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,652222522.0,0000849399-16-000018,2016-01-29,,,,,,2015,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,618834453.0,0000849399-17-000006,2017-01-27,,,,,,2016,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,621538648.0,0000849399-18-000004,2018-01-26,,,,,,2017,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,639217123.0,0000849399-19-000002,2019-01-28,,,,,,2018,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,600384184.0,0000849399-20-000002,2020-01-30,,,,,,2019,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,581900648.0,0000849399-21-000005,2021-01-29,,,,,,2020,EntityCommonStockSharesOutstanding
849399,NortonLifeLock Inc.,581861307.0,0000849399-22-000008,2022-01-28,,,,,,2021,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,639129470.0,0000849399-23-000008,2023-01-27,,,,,,2022,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,636909965.0,0000849399-24-000008,2024-01-29,,,,,,2023,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,616301369.0,0000849399-25-000006,2025-01-27,,,,,,2024,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,605663774.0,0000849399-26-000004,2026-02-03,,,,,,2025,EntityCommonStockSharesOutstanding
849399,Gen Digital Inc.,598587032.0,0000849399-26-000031,2026-08-04,,,,,,2026,EntityCommonStockSharesOutstanding
857005,PTC Inc.,114531701.0,0000857005-16-000050,2016-01-02,,,,,,2015,EntityCommonStockSharesOutstanding
857005,PTC Inc.,115721488.0,0000857005-17-000004,2017-02-01,,,,,,2016,EntityCommonStockSharesOutstanding
857005,PTC Inc.,116284430.0,0000857005-18-000004,2018-02-02,,,,,,2017,EntityCommonStockSharesOutstanding
857005,PTC Inc.,118627720.0,0000857005-19-000006,2019-02-05,,,,,,2018,EntityCommonStockSharesOutstanding
857005,PTC Inc.,115494475.0,0000857005-20-000009,2020-01-23,,,,,,2019,EntityCommonStockSharesOutstanding
857005,PTC Inc.,116810418.0,0001564590-21-004303,2021-02-02,,,,,,2020,EntityCommonStockSharesOutstanding
857005,PTC Inc.,116952189.0,0001564590-22-003975,2022-02-03,,,,,,2021,EntityCommonStockSharesOutstanding
857005,PTC Inc.,118263203.0,0000950170-23-002335,2023-02-06,,,,,,2022,EntityCommonStockSharesOutstanding
857005,PTC Inc.,119552405.0,0000950170-24-010527,2024-01-31,,,,,,2023,EntityCommonStockSharesOutstanding
857005,PTC Inc.,120323542.0,0000950170-25-015530,2025-02-04,,,,,,2024,EntityCommonStockSharesOutstanding
857005,PTC Inc.,118996116.0,0001193125-26-039347,2026-02-03,,,,,,2025,EntityCommonStockSharesOutstanding
857005,PTC Inc.,108506261.0,0001193125-26-328444,2026-07-29,,,,,,2026,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",5032121234.0,0000858877-16-000090,2016-02-12,,,,,,2015,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",5019758934.0,0000858877-16-000123,2016-11-17,,,,,,2016,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4943622124.0,0000858877-17-000019,2017-11-16,,,,,,2017,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4402027716.0,0000858877-19-000003,2019-02-14,,,,,,2018,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4240880161.0,0000858877-20-000004,2020-02-13,,,,,,2019,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4221785547.0,0000858877-21-000004,2021-02-11,,,,,,2020,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4217606555.0,0000858877-21-000018,2021-11-18,,,,,,2021,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4108103063.0,0000858877-22-000025,2022-11-17,,,,,,2022,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",4063475676.0,0000858877-23-000031,2023-11-16,,,,,,2023,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",3978292432.0,0000858877-25-000007,2025-02-13,,,,,,2024,EntityCommonStockSharesOutstanding
858877,"CISCO SYSTEMS, INC.",3949893042.0,0000858877-26-000021,2026-02-12,,,,,,2025,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",396958400.0,0001193125-16-482165,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",370153000.0,0001193125-17-052253,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",349903700.0,0001193125-18-056057,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",342376700.0,0001193125-19-047078,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",338427300.0,0001193125-20-043524,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",339917500.0,0001193125-21-048994,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",303600000.0,0001193125-22-046707,2022-01-31,,,,,,2021,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",276966400.0,0000950170-23-003234,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",264498700.0,0000950170-24-016524,2024-01-31,,,,,,2023,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",248341900.0,0000950170-25-020134,2025-01-31,,,,,,2024,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",223622200.0,0001193125-26-044769,2026-01-31,,,,,,2025,EntityCommonStockSharesOutstanding
860730,"HCA Healthcare, Inc.",216501500.0,0001193125-26-321077,2026-07-24,,,,,,2026,EntityCommonStockSharesOutstanding
860731,"TYLER TECHNOLOGIES, INC.",40952274.0,0000860731-26-000050,2026-07-27,,,,,,2026,EntityCommonStockSharesOutstanding
864749,TRIMBLE INC.,246951697.0,0000864749-23-000012,2023-02-14,,,,,,2022,EntityCommonStockSharesOutstanding
864749,TRIMBLE INC.,245792054.0,0000864749-25-000012,2025-01-09,,,,,,2024,EntityCommonStockSharesOutstanding
864749,TRIMBLE INC.,233179848.0,0000864749-26-000108,2026-08-07,,,,,,2026,EntityCommonStockSharesOutstanding
865752,Monster Beverage Corporation,202919837.0,0001104659-16-100960,2016-02-04,,,,,,2015,EntityCommonStockSharesOutstanding
865752,Monster Beverage Corporation,566619343.0,0001104659-17-013048,2017-02-10,,,,,,2016,EntityCommonStockSharesOutstanding
865752,Monster Beverage Corporation,566402748.0,0001104659-18-014057,2018-02-12,,,,,,2017,EntityCommonStockSharesOutstanding
865752,MONSTER BEVERAGE CORPORATION,973158896.0,0001410578-25-000248,2025-02-14,,,,,,2024,EntityCommonStockSharesOutstanding
865752,Monster Beverage Corp,978270734.0,0001104659-26-020831,2026-02-13,,,,,,2025,EntityCommonStockSharesOutstanding
865752,Monster Beverage Corp,979525882.0,0001104659-26-092193,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,548585484.0,0001628280-16-010628,2016-01-25,,,,,,2015,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,535220962.0,0000866374-17-000002,2017-01-23,,,,,,2016,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,527665321.0,0000866374-18-000003,2018-01-24,,,,,,2017,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,521417529.0,0000866374-19-000003,2019-01-28,,,,,,2018,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,503991662.0,0000866374-20-000003,2020-01-24,,,,,,2019,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,499172368.0,0000866374-21-000019,2021-01-25,,,,,,2020,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,464086322.0,0000866374-22-000016,2022-02-01,,,,,,2021,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,451081016.0,0000866374-23-000007,2023-01-20,,,,,,2022,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,421163217.0,0000866374-24-000012,2024-01-26,,,,,,2023,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,383103055.0,0000866374-25-000008,2025-01-24,,,,,,2024,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,367673924.0,0000866374-26-000005,2026-01-30,,,,,,2025,EntityCommonStockSharesOutstanding
866374,FLEX LTD.,369402978.0,0000866374-26-000030,2026-07-24,,,,,,2026,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,30208306.0,0001193125-15-404907,2015-12-11,,,,,,2015,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,28620620.0,0001193125-16-793056,2016-12-09,,,,,,2016,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,27353015.0,0001193125-17-373692,2017-12-15,,,,,,2017,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,25205125.0,0001193125-18-351223,2018-12-13,,,,,,2018,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,23592711.0,0001193125-19-320984,2019-12-13,,,,,,2019,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,22759106.0,0001558370-20-014469,2020-12-11,,,,,,2020,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,20634396.0,0001558370-21-016915,2021-12-10,,,,,,2021,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,18765671.0,0001558370-22-018835,2022-12-09,,,,,,2022,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,17291904.0,0001558370-23-019871,2023-12-11,,,,,,2023,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,16782160.0,0001558370-24-016435,2024-12-13,,,,,,2024,EntityCommonStockSharesOutstanding
866787,"AutoZone, Inc.",16567821.0,0001104659-25-123222,2025-12-12,,,,,,2025,EntityCommonStockSharesOutstanding
866787,AUTOZONE INC,16325355.0,0001104659-26-073525,2026-06-05,,,,,,2026,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,89638022.0,0000874716-16-000020,2016-02-05,,,,,,2015,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,88005221.0,0000874716-17-000004,2017-02-06,,,,,,2016,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,87122794.0,0000874716-18-000005,2018-02-06,,,,,,2017,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,86006526.0,0000874716-19-000004,2019-02-12,,,,,,2018,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,85329642.0,0000874716-20-000006,2020-02-10,,,,,,2019,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,85426080.0,0000874716-21-000008,2021-02-09,,,,,,2020,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,84249085.0,0000874716-22-000007,2022-02-02,,,,,,2021,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,82903371.0,0000874716-23-000006,2023-02-10,,,,,,2022,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,83089381.0,0000874716-24-000057,2024-02-12,,,,,,2023,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,81328233.0,0000874716-25-000037,2025-02-12,,,,,,2024,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,79624034.0,0000874716-26-000038,2026-02-13,,,,,,2025,EntityCommonStockSharesOutstanding
874716,IDEXX LABORATORIES INC /DE,78781116.0,0000874716-26-000123,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
874761,THE AES CORPORATION,713438630.0,0000874761-26-000144,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
874766,"The Hartford Insurance Group, Inc.",270872002.0,0000874766-26-000060,2026-07-22,,,,,,2026,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,218672717.0,0000875045-16-000042,2016-01-29,,,,,,2015,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,215951945.0,0000875045-17-000009,2017-01-27,,,,,,2016,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,211562686.0,0000875045-18-000005,2018-01-26,,,,,,2017,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,196708784.0,0000875045-19-000006,2019-02-01,,,,,,2018,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,174064011.0,0000875045-20-000005,2020-02-04,,,,,,2019,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,152335731.0,0000875045-21-000010,2021-02-02,,,,,,2020,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,146962793.0,0000875045-22-000007,2022-02-02,,,,,,2021,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,144485646.0,0000875045-23-000009,2023-02-14,,,,,,2022,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,145360798.0,0000875045-24-000009,2024-02-12,,,,,,2023,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,146374937.0,0000875045-25-000009,2025-02-11,,,,,,2024,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,146758528.0,0000875045-26-000013,2026-02-04,,,,,,2025,EntityCommonStockSharesOutstanding
875045,BIOGEN INC.,147753998.0,0000875045-26-000075,2026-07-27,,,,,,2026,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,246391955.0,0000875320-16-000067,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,248438127.0,0000875320-17-000017,2017-02-10,,,,,,2016,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,253891984.0,0000875320-18-000009,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,255656889.0,0000875320-19-000006,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,259268593.0,0000875320-20-000007,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,259960062.0,0000875320-21-000006,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,254576691.0,0000875320-22-000007,2022-01-31,,,,,,2021,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,257091441.0,0000875320-23-000007,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,258307816.0,0000875320-24-000062,2024-02-09,,,,,,2023,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,256789869.0,0000875320-25-000053,2025-02-07,,,,,,2024,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,254034190.0,0000875320-26-000056,2026-02-06,,,,,,2025,EntityCommonStockSharesOutstanding
875320,VERTEX PHARMACEUTICALS INC / MA,253460924.0,0000875320-26-000259,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,53870497.0,0000877212-19-000011,2019-02-07,,,,,,2018,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,54008653.0,0000877212-20-000006,2020-02-04,,,,,,2019,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,53467406.0,0000877212-21-000008,2021-02-04,,,,,,2020,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,53079740.0,0000877212-22-000026,2022-02-03,,,,,,2021,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,51404742.0,0000877212-23-000025,2023-02-09,,,,,,2022,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,51381409.0,0000877212-24-000029,2024-02-08,,,,,,2023,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,51379208.0,0000877212-25-000027,2025-02-06,,,,,,2024,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,49191704.0,0001628280-26-007668,2026-02-05,,,,,,2025,EntityCommonStockSharesOutstanding
877212,Zebra Technologies Corporation,47310660.0,0001628280-26-052550,2026-07-28,,,,,,2026,EntityCommonStockSharesOutstanding
878927,"OLD DOMINION FREIGHT LINE, INC.",207356622.0,0000878927-26-000023,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,413710579.0,0001437749-16-026173,2016-02-11,,,,,,2015,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,421385972.0,0001437749-19-002746,2019-02-06,,,,,,2018,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,431820951.0,0001437749-20-003500,2020-02-05,,,,,,2019,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,432439820.0,0001437749-21-003766,2021-02-11,,,,,,2020,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORP,616719061.0,0001437749-22-004700,2022-02-10,,,,,,2021,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,618609347.0,0001437749-23-004541,2023-02-10,,,,,,2022,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,672904480.0,0001437749-24-005407,2024-02-09,,,,,,2023,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,679482034.0,0000950170-25-024723,2025-02-10,,,,,,2024,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,674066654.0,0001193125-26-060760,2026-02-10,,,,,,2025,EntityCommonStockSharesOutstanding
879101,KIMCO REALTY CORPORATION,670789373.0,0001193125-26-331817,2026-07-28,,,,,,2026,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,187199761.0,0001558370-16-003196,2016-02-05,,,,,,2015,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,189408381.0,0001558370-17-000594,2017-02-07,,,,,,2016,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,211663861.0,0001558370-18-000722,2018-02-08,,,,,,2017,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,214048325.0,0001558370-19-000682,2019-02-07,,,,,,2018,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,216775534.0,0001558370-20-000774,2020-02-06,,,,,,2019,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,219843497.0,0001558370-21-000825,2021-02-02,,,,,,2020,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,221325189.0,0001558370-22-000902,2022-02-01,,,,,,2021,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,222965018.0,0000879169-23-000008,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,224526128.0,0000879169-24-000062,2024-02-06,,,,,,2023,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,193524350.0,0001628280-25-004633,2025-02-03,,,,,,2024,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,199014486.0,0000879169-26-000010,2026-02-03,,,,,,2025,EntityCommonStockSharesOutstanding
879169,INCYTE CORPORATION,202697746.0,0000879169-26-000056,2026-07-21,,,,,,2026,EntityCommonStockSharesOutstanding
882095,"GILEAD SCIENCES, INC.",1366845691.0,0000882095-16-000039,2016-02-12,,,,,,2015,EntityCommonStockSharesOutstanding
882095,"GILEAD SCIENCES, INC.",1241420528.0,0000882095-26-000006,2026-02-13,,,,,,2025,EntityCommonStockSharesOutstanding
882095,"GILEAD SCIENCES, INC.",1239955155.0,0000882095-26-000031,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
882184,HORTON D R INC /DE/,369768662.0,0000882184-16-000122,2016-01-20,,,,,,2015,EntityCommonStockSharesOutstanding
882184,HORTON D R INC /DE/,373413520.0,0000882184-17-000020,2017-01-18,,,,,,2016,EntityCommonStockSharesOutstanding
882184,HORTON D R INC /DE/,375920628.0,0000882184-18-000019,2018-01-24,,,,,,2017,EntityCommonStockSharesOutstanding
882184,HORTON D R INC /DE/,373423120.0,0000882184-19-000022,2019-01-23,,,,,,2018,EntityCommonStockSharesOutstanding
882184,HORTON D R INC /DE/,366363723.0,0000882184-20-000017,2020-01-22,,,,,,2019,EntityCommonStockSharesOutstanding
882184,HORTON D R INC /DE/,363701712.0,0000882184-21-000021,2021-01-20,,,,,,2020,EntityCommonStockSharesOutstanding
882184,"D.R. Horton, Inc.",354358165.0,0000882184-22-000024,2022-01-28,,,,,,2021,EntityCommonStockSharesOutstanding
882184,"D.R. Horton, Inc.",343393349.0,0000882184-23-000015,2023-01-23,,,,,,2022,EntityCommonStockSharesOutstanding
882184,"D.R. Horton, Inc.",331817282.0,0000882184-24-000014,2024-01-18,,,,,,2023,EntityCommonStockSharesOutstanding
882184,"D.R. Horton, Inc.",315122486.0,0000882184-25-000014,2025-01-16,,,,,,2024,EntityCommonStockSharesOutstanding
882184,"D.R. Horton, Inc.",289703395.0,0000882184-26-000014,2026-01-15,,,,,,2025,EntityCommonStockSharesOutstanding
882184,"D.R. Horton, Inc.",279701267.0,0000882184-26-000096,2026-07-16,,,,,,2026,EntityCommonStockSharesOutstanding
882835,"ROPER TECHNOLOGIES, INC.",101064624.0,0000882835-16-000035,2015-12-31,,,,,,2015,EntityCommonStockSharesOutstanding
882835,"ROPER TECHNOLOGIES, INC.",104939597.0,0000882835-21-000011,2021-02-12,,,,,,2020,EntityCommonStockSharesOutstanding
882835,"ROPER TECHNOLOGIES, INC.",105602835.0,0000882835-22-000012,2022-02-11,,,,,,2021,EntityCommonStockSharesOutstanding
882835,"ROPER TECHNOLOGIES, INC.",107385207.0,0000882835-25-000008,2025-02-14,,,,,,2024,EntityCommonStockSharesOutstanding
882835,"ROPER TECHNOLOGIES, INC.",98900874.0,0000882835-26-000036,2026-07-28,,,,,,2026,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC",151452864.0,0000883241-15-000014,2015-12-10,,,,,,2015,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC",150101203.0,0000883241-16-000027,2016-12-07,,,,,,2016,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC",148713662.0,0000883241-17-000014,2017-12-11,,,,,,2017,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC",149515012.0,0000883241-18-000012,2018-12-12,,,,,,2018,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC",150534877.0,0000883241-19-000019,2019-12-13,,,,,,2019,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC",153032497.0,0000883241-20-000015,2020-12-10,,,,,,2020,EntityCommonStockSharesOutstanding
883241,SYNOPSYS INC,153438336.0,0000883241-21-000022,2021-12-08,,,,,,2021,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC.",152417194.0,0000883241-22-000017,2022-12-07,,,,,,2022,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC.",151986878.0,0000883241-23-000019,2023-12-06,,,,,,2023,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC.",154578449.0,0000883241-24-000024,2024-12-16,,,,,,2024,EntityCommonStockSharesOutstanding
883241,"SYNOPSYS, INC.",191318206.0,0000883241-25-000028,2025-12-15,,,,,,2025,EntityCommonStockSharesOutstanding
883241,SYNOPSYS INC,191479325.0,0000883241-26-000018,2026-05-22,,,,,,2026,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD.,217408741.0,0000884887-16-000126,2016-02-12,,,,,,2015,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD.,214803837.0,0000884887-17-000020,2017-02-09,,,,,,2016,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD.,213749009.0,0000884887-18-000017,2018-02-12,,,,,,2017,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD.,209186598.0,0000884887-19-000017,2019-02-14,,,,,,2018,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD,269128754.0,0000884887-25-000050,2025-02-11,,,,,,2024,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD,270528303.0,0000884887-26-000007,2026-02-09,,,,,,2025,EntityCommonStockSharesOutstanding
884887,ROYAL CARIBBEAN CRUISES LTD,267452084.0,0000884887-26-000038,2026-07-24,,,,,,2026,EntityCommonStockSharesOutstanding
885725,BOSTON SCIENTIFIC CORPORATION,1348346253.0,0000885725-16-000028,2016-01-29,,,,,,2015,EntityCommonStockSharesOutstanding
885725,BOSTON SCIENTIFIC CORPORATION,1363488640.0,0000885725-17-000006,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
885725,BOSTON SCIENTIFIC CORPORATION,1374910797.0,0000885725-18-000010,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
885725,BOSTON SCIENTIFIC CORPORATION,1385961926.0,0000885725-19-000011,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
885725,BOSTON SCIENTIFIC CORPORATION,1396195349.0,0000885725-20-000012,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
885725,BOSTON SCIENTIFIC CORPORATION,1417165707.0,0000885725-21-000008,2021-01-29,,,,,,2020,EntityCommonStockSharesOutstanding
