cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag,is_10k
906163,"NVR, Inc.",1081815000.0,0000906163-26-000018,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
906163,"NVR, Inc.",2057677000.0,0000906163-26-000018,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
906163,"NVR, Inc.",1833316000.0,0000906163-26-000018,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
906345,CAMDEN PROPERTY TRUST,0.0,0000906345-25-000008,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
906345,CAMDEN PROPERTY TRUST,0.0,0001628280-26-007697,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
906345,CAMDEN PROPERTY TRUST,49997000.0,0001628280-26-007697,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
906345,CAMDEN PROPERTY TRUST,270654000.0,0001628280-26-007697,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,481000000.0,0000909832-17-000014,2015-08-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,486000000.0,0000909832-18-000013,2016-08-28,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,469000000.0,0000909832-19-000019,2017-09-03,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,328000000.0,0000909832-20-000017,2018-09-02,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,247000000.0,0000909832-21-000014,2019-09-01,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,196000000.0,0000909832-22-000021,2020-08-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,496000000.0,0000909832-23-000042,2021-08-29,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,439000000.0,0000909832-24-000049,2022-08-28,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,676000000.0,0000909832-25-000101,2023-09-03,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,700000000.0,0000909832-25-000101,2024-09-01,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
909832,COSTCO WHOLESALE CORP /NEW,903000000.0,0000909832-25-000101,2025-08-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,94200000.0,0000910521-18-000015,2016-03-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,12572000.0,0000910521-19-000011,2017-03-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,149687000.0,0000910521-20-000016,2018-03-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,161395000.0,0000910521-21-000017,2019-03-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,190405000.0,0000910521-22-000017,2020-03-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,99147000.0,0000910521-23-000016,2021-03-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,356653000.0,0000910521-24-000017,2022-03-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,297372000.0,0000910521-25-000017,2023-03-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,414931000.0,0001628280-26-037664,2024-03-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,567002000.0,0001628280-26-037664,2025-03-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
910521,DECKERS OUTDOOR CORP,1075100000.0,0001628280-26-037664,2026-03-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,0.0,0001564590-20-004859,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,213851000.0,0001564590-21-006390,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,32778000.0,0000950170-22-001418,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,0.0,0001564590-21-006390,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,75419000.0,0000950170-25-021359,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,20006000.0,0001193125-26-051668,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
910606,REGENCY CENTERS CORPORATION,200066000.0,0001193125-26-051668,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
912595,"MID-AMERICA APARTMENT COMMUNITIES, INC.",0.0,0001193125-26-041208,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
912595,"MID-AMERICA APARTMENT COMMUNITIES, INC.",0.0,0001193125-26-041208,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
912595,"MID-AMERICA APARTMENT COMMUNITIES, INC.",27235000.0,0001193125-26-041208,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,623700000.0,0000914208-18-000255,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,535000000.0,0000914208-19-000195,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,63800000.0,0000914208-19-000195,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,0.0,0000914208-20-000245,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,110800000.0,0000914208-21-000331,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,60900000.0,0000914208-24-000219,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,244700000.0,0000914208-25-000114,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,187500000.0,0000914208-26-000079,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,79300000.0,0000914208-26-000079,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
914208,Invesco Ltd.,123600000.0,0000914208-26-000079,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
915913,ALBEMARLE CORPORATION,0.0,0000915913-18-000005,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
915913,ALBEMARLE CORPORATION,0.0,0000915913-19-000021,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
915913,ALBEMARLE CORPORATION,250000000.0,0000915913-20-000040,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
915913,ALBEMARLE CORPORATION,500000000.0,0000915913-21-000018,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
915913,ALBEMARLE CORPORATION,0.0,0000915913-21-000018,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
915913,ALBEMARLE CORPORATION,0.0,0000915913-21-000018,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",519962000.0,0001193125-18-055887,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",259228000.0,0001193125-19-049961,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",100000000.0,0001564590-20-005784,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",100400000.0,0001564590-21-006959,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",98200000.0,0001564590-22-005965,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",50000000.0,0000950170-23-004361,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",0.0,0000950170-24-019275,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",150000000.0,0000950170-25-024770,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",150000000.0,0001193125-26-059193,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",450000000.0,0001193125-26-059193,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
916076,"MARTIN MARIETTA MATERIALS, INC.",450000000.0,0001193125-26-059193,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,292705000.0,0000916365-18-000031,2015-12-26,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,331708000.0,0000916365-19-000035,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,369403000.0,0000916365-20-000050,2017-12-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,349776000.0,0000916365-21-000052,2018-12-29,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,533319000.0,0000916365-22-000049,2019-12-28,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,342957000.0,0000916365-23-000045,2020-12-26,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,798893000.0,0000916365-24-000046,2021-12-25,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,700063000.0,0000916365-25-000076,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,594390000.0,0000916365-26-000014,2023-12-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,560634000.0,0000916365-26-000014,2024-12-28,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
916365,TRACTOR SUPPLY CO /DE/,361261000.0,0000916365-26-000014,2025-12-27,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,0.0,0000920148-18-000024,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,43900000.0,0000920148-19-000033,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,338100000.0,0000920148-20-000011,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,700000000.0,0000920148-21-000018,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
920148,LABORATORY CORPORATION OF AMERICA HOLDINGS,450000000.0,0000920148-22-000015,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
920148,LABORATORY CORPORATION OF AMERICA HOLDINGS,100000000.0,0000920148-23-000017,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
920148,LABORATORY CORPORATION OF AMERICA HOLDINGS,1668500000.0,0000920148-24-000014,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,1100000000.0,0000920148-25-000032,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,1000000000.0,0000920148-26-000111,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,250100000.0,0000920148-26-000111,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
920148,LABCORP HOLDINGS INC.,450000000.0,0000920148-26-000111,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",0.0,0000920522-18-000011,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",1045000.0,0000920522-19-000009,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",0.0,0000920522-20-000026,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",51233000.0,0000920522-21-000015,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",56989000.0,0000920522-22-000019,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",269315000.0,0000920522-23-000005,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",9172000.0,0000920522-24-000033,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",189726000.0,0000920522-25-000024,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",95657000.0,0000920522-26-000003,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",0.0,0000920522-26-000003,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
920522,"ESSEX PROPERTY TRUST, INC.",0.0,0000920522-26-000003,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,23188000.0,0001628280-18-000562,2015-11-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,19902000.0,0001628280-19-000598,2016-11-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,27054000.0,0001628280-20-000559,2017-11-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,299833000.0,0001628280-21-000722,2018-11-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,523074000.0,0001628280-22-001450,2019-11-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,321524000.0,0001628280-23-001606,2020-11-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,1430212000.0,0001628280-24-002371,2021-11-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,1039309000.0,0001628280-25-002404,2022-11-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,1182711000.0,0001628280-26-003870,2023-11-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,2256464000.0,0001628280-26-003870,2024-11-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
920760,LENNAR CORP /NEW/,1808369000.0,0001628280-26-003870,2025-11-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
922224,PPL Corporation,0.0,0000922224-16-000130,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
922224,PPL Corporation,0.0,0000922224-22-000005,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
922224,PPL Corporation,0.0,0000922224-23-000010,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
922224,PPL Corporation,1003000000.0,0000922224-24-000008,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
922224,PPL Corporation,0.0,0000922224-24-000008,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
922224,PPL Corporation,0.0,0000922224-24-000008,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
922621,ERIE INDEMNITY COMPANY,0.0,0000922621-17-000008,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
922621,ERIE INDEMNITY COMPANY,0.0,0000922621-17-000008,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,549935000.0,0000927066-18-000030,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,1097822000.0,0000927066-19-000025,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,802949000.0,0000927066-20-000014,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,1161511000.0,0000927066-21-000008,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,2383816000.0,0000927066-22-000012,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,1458442000.0,0000927066-23-000011,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,1538626000.0,0000927066-24-000013,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,802228000.0,0000927066-25-000012,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,272219000.0,0000927066-26-000012,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,1385932000.0,0000927066-26-000012,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
927066,DAVITA INC.,1308366000.0,0000927066-26-000012,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,2441000000.0,0000927628-18-000107,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,3661000000.0,0000927628-19-000093,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,240000000.0,0000927628-20-000102,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,2284000000.0,0000927628-21-000094,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,1481000000.0,0000927628-22-000106,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,393000000.0,0000927628-23-000117,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,7605000000.0,0000927628-24-000094,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,4948000000.0,0000927628-25-000092,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,718000000.0,0000927628-26-000024,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,734000000.0,0000927628-26-000024,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
927628,CAPITAL ONE FINANCIAL CORP,4099000000.0,0000927628-26-000024,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,1612000000.0,0000927653-18-000010,2016-03-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,2311000000.0,0000927653-19-000009,2017-03-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,1709000000.0,0000927653-20-000033,2018-03-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,1639000000.0,0000927653-21-000039,2019-03-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,1934000000.0,0000927653-22-000051,2020-03-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,742000000.0,0000927653-23-000038,2021-03-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,3516000000.0,0000927653-24-000035,2022-03-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,3638000000.0,0000927653-25-000036,2023-03-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,3025000000.0,0000927653-26-000069,2024-03-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,3146000000.0,0000927653-26-000069,2025-03-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
927653,McKESSON CORPORATION,4750000000.0,0000927653-26-000069,2026-03-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",0.0,0001104659-16-118033,2016-01-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",0.0,0000935703-20-000006,2018-02-03,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",0.0,0000935703-21-000014,2019-02-02,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",200000000.0,0000935703-22-000020,2020-02-01,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",400000000.0,0000935703-23-000016,2021-01-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",950000000.0,0000935703-24-000011,2022-01-29,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",647500000.0,0000935703-25-000015,2023-01-28,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",500000000.0,0000935703-26-000025,2024-02-03,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",400000000.0,0000935703-26-000025,2025-02-01,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
935703,"DOLLAR TREE, INC.",1548000000.0,0000935703-26-000025,2026-01-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,0.0,0000936340-18-000082,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,33000000.0,0000936340-19-000086,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,51000000.0,0000936340-20-000127,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,0.0,0000936340-20-000127,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,0.0,0000936340-22-000077,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,0.0,0000936340-23-000073,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,66000000.0,0000936340-24-000076,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,55000000.0,0000936340-25-000065,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,0.0,0000936340-25-000065,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
936340,DTE Energy Co,0.0,0000936340-25-000065,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,0.0,0000936395-18-000048,2016-10-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,0.0,0000936395-19-000056,2017-10-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,110981000.0,0000936395-20-000042,2018-11-03,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,150076000.0,0000936395-21-000054,2019-11-02,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,74535000.0,0000936395-22-000065,2020-10-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,91288000.0,0000936395-23-000044,2021-10-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,500800000.0,0000936395-24-000044,2022-10-29,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,242201000.0,0001628280-25-056698,2023-10-28,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,254502000.0,0001628280-25-056698,2024-11-02,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
936395,Ciena Corp,334507000.0,0001628280-25-056698,2025-11-01,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,3071000000.0,0000936468-18-000013,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,2096000000.0,0000936468-19-000009,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,2001000000.0,0000936468-20-000016,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,1492000000.0,0000936468-21-000013,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,1200000000.0,0000936468-22-000008,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,1100000000.0,0000936468-23-000009,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,4087000000.0,0000936468-24-000010,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,7900000000.0,0000936468-25-000009,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,6000000000.0,0001628280-26-004195,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,3700000000.0,0001628280-26-004195,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
936468,LOCKHEED MARTIN CORPORATION,3000000000.0,0001628280-26-004195,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
940944,DARDEN RESTAURANTS INC,184800000.0,0000940944-18-000050,2016-05-29,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
940944,DARDEN RESTAURANTS INC,230200000.0,0000940944-19-000025,2017-05-28,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
940944,DARDEN RESTAURANTS INC,234800000.0,0000940944-20-000046,2018-05-27,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
