broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
Charles Schwab Corporation,2025-Nov,Net Market Gains (Losses),-32.4,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Nov,Net New Assets,38.7,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Nov,Total Client Assets (at month end),11834.3,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Oct,Core Net New Assets,44.4,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Oct,Net Market Gains (Losses),192.5,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Oct,Net New Assets,41.6,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Oct,Total Client Assets (at month end),11828.0,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Sep,Core Net New Assets,46.2,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Sep,Net Market Gains (Losses),320.4,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Sep,Net New Assets,45.4,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2025-Sep,Total Client Assets (at month end),11593.9,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Apr,Core Net New Assets,7.2,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Apr,Net Market Gains (Losses),830.7,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Apr,Net New Assets,6.7,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Apr,Total Client Assets (at month end),12605.3,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Feb,Core Net New Assets,32.5,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Feb,Net Market Gains (Losses),39.3,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Feb,Net New Assets,32.5,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Feb,Total Client Assets (at month end),12220.3,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jan,Core Net New Assets,27.8,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jan,Net Market Gains (Losses),217.9,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jan,Net New Assets,27.6,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jan,Total Client Assets (at month end),12148.5,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jun,Core Net New Assets,62.7,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jun,Net Market Gains (Losses),-112.5,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jun,Net New Assets,62.1,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Jun,Total Client Assets (at month end),13084.9,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Mar,Core Net New Assets,79.7,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Mar,Net Market Gains (Losses),-532.2,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Mar,Net New Assets,79.8,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-Mar,Total Client Assets (at month end),11767.9,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-May,Core Net New Assets,49.9,USD billions,FLOW,Core Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-May,Net Market Gains (Losses),480.1,USD billions,FLOW,Net Market Gains (Losses),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-May,Net New Assets,49.9,USD billions,FLOW,Net New Assets,https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
Charles Schwab Corporation,2026-May,Total Client Assets (at month end),13135.3,USD billions,STOCK,Total Client Assets (at month end),https://www.sec.gov/Archives/edgar/data/316709/000031670926000027/a2q26exhibit991.htm,0000316709-26-000027,2026-07-21
