broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
Charles Schwab Corporation,2014-Q2,Total net new assets,22.7,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q3,Equity and other securities (subset of total client assets),771.6,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q3,Net market gains (losses),-32.9,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q3,Total client assets,2403.7,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q3,Total net new assets,34.7,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q4,Equity and other securities (subset of total client assets),800.4,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q4,Net market gains (losses),26.7,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q4,Total client assets,2463.6,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2014-Q4,Total net new assets,33.2,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670915000005/schw-20150116ex991645a0f.htm,0000316709-15-000005,2015-01-16
Charles Schwab Corporation,2015-Q1,Equity and other securities (subset of total client assets),822.7,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q1,Net market gains (losses),32.1,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q1,Total client assets,2524.4,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q1,Total net new assets,28.7,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q2,Equity and other securities (subset of total client assets),817.1,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q2,Net market gains (losses),-18.1,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q2,Total client assets,2543.3,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q2,Total net new assets,37.0,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q3,Equity and other securities (subset of total client assets),755.3,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q3,Net market gains (losses),-158.2,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q3,Total client assets,2415.9,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q3,Total net new assets,30.8,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q4,Equity and other securities (subset of total client assets),799.0,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q4,Net market gains (losses),55.0,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q4,Total client assets,2513.8,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2015-Q4,Total net new assets,42.9,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670916000063/schw-20160119ex9913ce5b4.htm,0000316709-16-000063,2016-01-19
Charles Schwab Corporation,2016-Q1,Equity and other securities (subset of total client assets),808.5,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q1,Net market gains (losses),10.9,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q1,Total client assets,2556.7,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q1,Total net new assets,32.0,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q2,Equity and other securities (subset of total client assets),830.7,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q2,Net market gains (losses),38.7,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q2,Total client assets,2622.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q2,Total net new assets,26.6,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q3,Equity and other securities (subset of total client assets),860.3,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q3,Net market gains (losses),73.3,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q3,Total client assets,2725.3,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q3,Total net new assets,30.0,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q4,Equity and other securities (subset of total client assets),886.5,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q4,Net market gains (losses),17.3,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q4,Total client assets,2779.5,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2016-Q4,Total net new assets,36.9,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670917000004/schw-20170118xex99_1.htm,0000316709-17-000004,2017-01-18
Charles Schwab Corporation,2017-Q1,Equity and other securities (subset of total client assets),939.7,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q1,Net market gains (losses),104.1,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q1,Total client assets,2922.5,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q1,Total net new assets,38.9,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q2,Equity and other securities (subset of total client assets),971.4,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q2,Net market gains (losses),53.6,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q2,Total client assets,3040.6,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q2,Total net new assets,64.5,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q3,Equity and other securities (subset of total client assets),1016.9,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q3,Net market gains (losses),89.0,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q3,Total client assets,3181.2,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q3,Total net new assets,51.6,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q4,Equity and other securities (subset of total client assets),1080.0,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q4,Net market gains (losses),102.5,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q4,Total client assets,3361.8,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2017-Q4,Total net new assets,78.1,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670918000004/exhibit991123117.htm,0000316709-18-000004,2018-01-17
Charles Schwab Corporation,2018-Q1,Equity and other securities (subset of total client assets),1075.9,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q1,Total client assets,3305.4,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q1,Total net new assets,-18.8,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q2,Equity and other securities (subset of total client assets),1121.7,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q2,Total client assets,3397.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q2,Total net new assets,43.9,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q3,Equity and other securities (subset of total client assets),1202.4,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q3,Total client assets,3563.7,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q3,Total net new assets,53.5,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q4,Equity and other securities (subset of total client assets),1019.8,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q4,Net market gains (losses),-366.8,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2018-Q4,Total client assets,3252.2,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2018-Q4,Total net new assets,55.3,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670919000004/exhibit991123118.htm,0000316709-19-000004,2019-01-16
Charles Schwab Corporation,2019-Q1,Equity and other securities (subset of total client assets),1131.3,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q1,Net market gains (losses),281.5,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q1,Total client assets,3585.4,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q1,Total net new assets,51.7,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q2,Equity and other securities (subset of total client assets),1168.3,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q2,Net market gains (losses),79.8,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q2,Total client assets,3702.4,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q2,Total net new assets,37.2,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q3,Equity and other securities (subset of total client assets),1178.0,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q3,Net market gains (losses),9.4,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q3,Total client assets,3768.4,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q3,Total net new assets,56.6,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q4,Bank deposit account balances (subset of total client assets),203.7,USD billions,STOCK,Bank deposit account balances (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2019-Q4,Equity and other securities (subset of total client assets),1286.4,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q4,Net market gains (losses),193.1,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q4,Total client assets,4038.8,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2019-Q4,Total net new assets,77.3,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670920000005/exhibit991123119.htm,0000316709-20-000005,2020-01-16
Charles Schwab Corporation,2020-Q1,Bank deposit account balances (subset of total client assets),211.6,USD billions,STOCK,Bank deposit account balances (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q1,Equity and other securities (subset of total client assets),1035.5,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q1,Net market gains (losses),-615.1,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q1,Total client assets,3496.9,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q1,Total net new assets,73.2,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q2,Bank deposit account balances (subset of total client assets),190.3,USD billions,STOCK,Bank deposit account balances (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q2,Equity and other securities (subset of total client assets),1305.8,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q2,Net market gains (losses),475.8,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q2,Total client assets,4110.1,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q2,Total net new assets,137.4,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q3,Bank deposit account balances (subset of total client assets),176.1,USD billions,STOCK,Bank deposit account balances (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q3,Equity and other securities (subset of total client assets),1453.2,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q3,Net market gains (losses),234.0,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q3,Total client assets,4395.3,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q3,Total net new assets,51.2,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q4,Bank deposit account balances (subset of total client assets),165.9,USD billions,STOCK,Bank deposit account balances (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q4,Equity and other securities (subset of total client assets),2504.7,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q4,Net market gains (losses),605.7,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q4,Total client assets,6691.7,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2020-Q4,Total net new assets,1690.7,USD billions,FLOW,Total net new assets,https://www.sec.gov/Archives/edgar/data/316709/000031670921000005/exhibit99112312020.htm,0000316709-21-000005,2021-01-19
Charles Schwab Corporation,2021-Q1,Bank deposit account balances (subset of total client assets),164.2,USD billions,STOCK,Bank deposit account balances (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670922000005/a4q21exhibit991_12312021.htm,0000316709-22-000005,2022-01-18
Charles Schwab Corporation,2021-Q1,Equity and other securities (subset of total client assets),2721.0,USD billions,STOCK,Equity and other securities (subset of total client assets),https://www.sec.gov/Archives/edgar/data/316709/000031670922000005/a4q21exhibit991_12312021.htm,0000316709-22-000005,2022-01-18
Charles Schwab Corporation,2021-Q1,Net market gains (losses),243.6,USD billions,FLOW,Net market gains (losses),https://www.sec.gov/Archives/edgar/data/316709/000031670922000005/a4q21exhibit991_12312021.htm,0000316709-22-000005,2022-01-18
