broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
"Robinhood Markets, Inc.",2022-Q4,Net Deposits,4.8,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000162828023002760/q42022robinhoodexhibit991.htm,0001628280-23-002760,2023-02-08
"Robinhood Markets, Inc.",2023-Q1,Assets Under Custody,78.0,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387923000116/q12023robinhoodexhibit991.htm,0001783879-23-000116,2023-05-10
"Robinhood Markets, Inc.",2023-Q1,Net Deposits,4.4,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387923000116/q12023robinhoodexhibit991.htm,0001783879-23-000116,2023-05-10
"Robinhood Markets, Inc.",2023-Q2,Assets Under Custody,89.0,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387923000173/q22023robinhoodexhibit991.htm,0001783879-23-000173,2023-08-02
"Robinhood Markets, Inc.",2023-Q2,Net Deposits,4.1,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387923000173/q22023robinhoodexhibit991.htm,0001783879-23-000173,2023-08-02
"Robinhood Markets, Inc.",2023-Q3,Assets Under Custody,87.0,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387923000267/q32023robinhoodexhibit991.htm,0001783879-23-000267,2023-11-07
"Robinhood Markets, Inc.",2023-Q3,Net Deposits,4.0,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387923000267/q32023robinhoodexhibit991.htm,0001783879-23-000267,2023-11-07
"Robinhood Markets, Inc.",2023-Q4,Assets Under Custody,102.6,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387924000047/q42023robinhoodexhibit991.htm,0001783879-24-000047,2024-02-13
"Robinhood Markets, Inc.",2023-Q4,Net Deposits,4.6,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387924000047/q42023robinhoodexhibit991.htm,0001783879-24-000047,2024-02-13
"Robinhood Markets, Inc.",2024-Q1,Assets Under Custody,129.6,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387924000144/q12024robinhoodexhibit991.htm,0001783879-24-000144,2024-05-08
"Robinhood Markets, Inc.",2024-Q1,Net Deposits,11.2,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387924000144/q12024robinhoodexhibit991.htm,0001783879-24-000144,2024-05-08
"Robinhood Markets, Inc.",2024-Q2,Assets Under Custody,139.7,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387924000231/q22024robinhoodexhibit991.htm,0001783879-24-000231,2024-08-07
"Robinhood Markets, Inc.",2024-Q2,Net Deposits,13.2,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387924000231/q22024robinhoodexhibit991.htm,0001783879-24-000231,2024-08-07
"Robinhood Markets, Inc.",2024-Q3,Assets Under Custody,152.2,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387924000295/q32024robinhoodexhibit991.htm,0001783879-24-000295,2024-10-30
"Robinhood Markets, Inc.",2024-Q3,Net Deposits,10.0,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387924000295/q32024robinhoodexhibit991.htm,0001783879-24-000295,2024-10-30
"Robinhood Markets, Inc.",2024-Q4,Assets Under Custody,193.0,USD billions,STOCK,Assets Under Custody,https://www.sec.gov/Archives/edgar/data/1783879/000178387925000045/q42024robinhoodexhibit991.htm,0001783879-25-000045,2025-02-12
"Robinhood Markets, Inc.",2024-Q4,Net Deposits,16.1,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387925000045/q42024robinhoodexhibit991.htm,0001783879-25-000045,2025-02-12
"Robinhood Markets, Inc.",2025-Q1,Net Deposits,18.0,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387925000144/q12025robinhoodexhibit991.htm,0001783879-25-000144,2025-04-30
"Robinhood Markets, Inc.",2025-Q1,Total Platform Assets,221.0,USD billions,STOCK,Total Platform Assets,https://www.sec.gov/Archives/edgar/data/1783879/000178387925000144/q12025robinhoodexhibit991.htm,0001783879-25-000144,2025-04-30
"Robinhood Markets, Inc.",2025-Q2,Net Deposits,13.8,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387925000250/q22025robinhoodexhibit991.htm,0001783879-25-000250,2025-07-30
"Robinhood Markets, Inc.",2025-Q2,Total Platform Assets,279.0,USD billions,STOCK,Total Platform Assets,https://www.sec.gov/Archives/edgar/data/1783879/000178387925000250/q22025robinhoodexhibit991.htm,0001783879-25-000250,2025-07-30
"Robinhood Markets, Inc.",2025-Q3,Net Deposits,20.4,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387925000309/q32025robinhoodexhibit991.htm,0001783879-25-000309,2025-11-05
"Robinhood Markets, Inc.",2025-Q3,Total Platform Assets,333.0,USD billions,STOCK,Total Platform Assets,https://www.sec.gov/Archives/edgar/data/1783879/000178387925000309/q32025robinhoodexhibit991.htm,0001783879-25-000309,2025-11-05
"Robinhood Markets, Inc.",2025-Q4,Net Deposits,15.9,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387926000013/q42025robinhoodexhibit991.htm,0001783879-26-000013,2026-02-10
"Robinhood Markets, Inc.",2025-Q4,Total Platform Assets,324.0,USD billions,STOCK,Total Platform Assets,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000013/q42025robinhoodexhibit991.htm,0001783879-26-000013,2026-02-10
"Robinhood Markets, Inc.",2026-Q1,Net Deposits,17.7,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387926000061/q12026robinhoodexhibit991.htm,0001783879-26-000061,2026-04-28
"Robinhood Markets, Inc.",2026-Q1,Total Platform Assets,307.0,USD billions,STOCK,Total Platform Assets,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000061/q12026robinhoodexhibit991.htm,0001783879-26-000061,2026-04-28
"Robinhood Markets, Inc.",2026-Q2,Net Deposits,21.7,USD billions,FLOW,Net Deposits (cash + asset transfers net of withdrawals; NOT equity purchases),https://www.sec.gov/Archives/edgar/data/1783879/000178387926000113/q22026robinhoodexhibit991.htm,0001783879-26-000113,2026-07-29
"Robinhood Markets, Inc.",2026-Q2,Total Platform Assets,369.0,USD billions,STOCK,Total Platform Assets,https://www.sec.gov/Archives/edgar/data/1783879/000178387926000113/q22026robinhoodexhibit991.htm,0001783879-26-000113,2026-07-29
