broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
LPL Financial Holdings Inc.,2017-Q3,Total client/advisory-and-brokerage assets,560.0,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791117000180/a2017q3earningsrelease.htm,0001397911-17-000180,2017-10-26
LPL Financial Holdings Inc.,2017-Q4,Advisory assets (subset of total),273.0,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791118000005/a2017q4earningsrelease.htm,0001397911-18-000005,2018-02-01
LPL Financial Holdings Inc.,2017-Q4,Brokerage assets (subset of total),342.1,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000005/a2017q4earningsrelease.htm,0001397911-18-000005,2018-02-01
LPL Financial Holdings Inc.,2017-Q4,Net new assets (total),37.5,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000005/a2017q4earningsrelease.htm,0001397911-18-000005,2018-02-01
LPL Financial Holdings Inc.,2017-Q4,Total client/advisory-and-brokerage assets,615.1,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791118000005/a2017q4earningsrelease.htm,0001397911-18-000005,2018-02-01
LPL Financial Holdings Inc.,2018-Q1,Advisory assets (subset of total),283.5,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791118000097/a2018q1earningsrelease.htm,0001397911-18-000097,2018-05-03
LPL Financial Holdings Inc.,2018-Q1,Brokerage assets (subset of total),364.1,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000097/a2018q1earningsrelease.htm,0001397911-18-000097,2018-05-03
LPL Financial Holdings Inc.,2018-Q1,Net new assets (total),38.9,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000097/a2018q1earningsrelease.htm,0001397911-18-000097,2018-05-03
LPL Financial Holdings Inc.,2018-Q1,Total client/advisory-and-brokerage assets,647.5,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791118000097/a2018q1earningsrelease.htm,0001397911-18-000097,2018-05-03
LPL Financial Holdings Inc.,2018-Q2,Advisory assets (subset of total),291.5,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791118000154/a2018q2earningsrelease.htm,0001397911-18-000154,2018-07-26
LPL Financial Holdings Inc.,2018-Q2,Brokerage assets (subset of total),367.5,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000154/a2018q2earningsrelease.htm,0001397911-18-000154,2018-07-26
LPL Financial Holdings Inc.,2018-Q2,Net new assets (total),2.5,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000154/a2018q2earningsrelease.htm,0001397911-18-000154,2018-07-26
LPL Financial Holdings Inc.,2018-Q2,Total client/advisory-and-brokerage assets,659.1,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791118000154/a2018q2earningsrelease.htm,0001397911-18-000154,2018-07-26
LPL Financial Holdings Inc.,2018-Q3,Advisory assets (subset of total),306.1,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791118000189/a2018q3earningsrelease.htm,0001397911-18-000189,2018-10-25
LPL Financial Holdings Inc.,2018-Q3,Brokerage assets (subset of total),374.9,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000189/a2018q3earningsrelease.htm,0001397911-18-000189,2018-10-25
LPL Financial Holdings Inc.,2018-Q3,Net new assets (total),4.4,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791118000189/a2018q3earningsrelease.htm,0001397911-18-000189,2018-10-25
LPL Financial Holdings Inc.,2018-Q3,Total client/advisory-and-brokerage assets,681.0,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791118000189/a2018q3earningsrelease.htm,0001397911-18-000189,2018-10-25
LPL Financial Holdings Inc.,2018-Q4,Advisory assets (subset of total),282.0,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791119000008/a2018q4earningsrelease.htm,0001397911-19-000008,2019-01-31
LPL Financial Holdings Inc.,2018-Q4,Brokerage assets (subset of total),346.0,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000008/a2018q4earningsrelease.htm,0001397911-19-000008,2019-01-31
LPL Financial Holdings Inc.,2018-Q4,Net new assets (total),5.9,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000008/a2018q4earningsrelease.htm,0001397911-19-000008,2019-01-31
LPL Financial Holdings Inc.,2018-Q4,Total client/advisory-and-brokerage assets,628.1,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791119000008/a2018q4earningsrelease.htm,0001397911-19-000008,2019-01-31
LPL Financial Holdings Inc.,2019-Q1,Advisory assets (subset of total),311.9,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791119000063/a2019q1earningsrelease.htm,0001397911-19-000063,2019-05-02
LPL Financial Holdings Inc.,2019-Q1,Brokerage assets (subset of total),372.1,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000063/a2019q1earningsrelease.htm,0001397911-19-000063,2019-05-02
LPL Financial Holdings Inc.,2019-Q1,Net new assets (total),4.0,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000063/a2019q1earningsrelease.htm,0001397911-19-000063,2019-05-02
LPL Financial Holdings Inc.,2019-Q1,Total client/advisory-and-brokerage assets,684.0,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791119000063/a2019q1earningsrelease.htm,0001397911-19-000063,2019-05-02
LPL Financial Holdings Inc.,2019-Q2,Advisory assets (subset of total),327.3,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791119000112/a2019q2earningsrelease.htm,0001397911-19-000112,2019-07-25
LPL Financial Holdings Inc.,2019-Q2,Brokerage assets (subset of total),378.7,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000112/a2019q2earningsrelease.htm,0001397911-19-000112,2019-07-25
LPL Financial Holdings Inc.,2019-Q2,Net new assets (total),4.0,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000112/a2019q2earningsrelease.htm,0001397911-19-000112,2019-07-25
LPL Financial Holdings Inc.,2019-Q2,Total client/advisory-and-brokerage assets,706.0,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791119000112/a2019q2earningsrelease.htm,0001397911-19-000112,2019-07-25
LPL Financial Holdings Inc.,2019-Q3,Advisory assets (subset of total),338.0,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791119000149/a2019q3earningsrelease.htm,0001397911-19-000149,2019-10-24
LPL Financial Holdings Inc.,2019-Q3,Brokerage assets (subset of total),381.3,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000149/a2019q3earningsrelease.htm,0001397911-19-000149,2019-10-24
LPL Financial Holdings Inc.,2019-Q3,Net new assets (total),9.9,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791119000149/a2019q3earningsrelease.htm,0001397911-19-000149,2019-10-24
LPL Financial Holdings Inc.,2019-Q3,Total client/advisory-and-brokerage assets,719.3,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791119000149/a2019q3earningsrelease.htm,0001397911-19-000149,2019-10-24
LPL Financial Holdings Inc.,2019-Q4,Advisory assets (subset of total),365.8,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791120000009/a2019q4earningsrelease.htm,0001397911-20-000009,2020-01-30
LPL Financial Holdings Inc.,2019-Q4,Brokerage assets (subset of total),398.6,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000009/a2019q4earningsrelease.htm,0001397911-20-000009,2020-01-30
LPL Financial Holdings Inc.,2019-Q4,Net new assets (total),8.8,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000009/a2019q4earningsrelease.htm,0001397911-20-000009,2020-01-30
LPL Financial Holdings Inc.,2019-Q4,Total client/advisory-and-brokerage assets,764.4,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791120000009/a2019q4earningsrelease.htm,0001397911-20-000009,2020-01-30
LPL Financial Holdings Inc.,2020-Q1,Advisory assets (subset of total),322.3,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791120000095/a2020q1earningsrelease.htm,0001397911-20-000095,2020-04-30
LPL Financial Holdings Inc.,2020-Q1,Brokerage assets (subset of total),347.6,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000095/a2020q1earningsrelease.htm,0001397911-20-000095,2020-04-30
LPL Financial Holdings Inc.,2020-Q1,Net new assets (total),12.5,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000095/a2020q1earningsrelease.htm,0001397911-20-000095,2020-04-30
LPL Financial Holdings Inc.,2020-Q1,Total client/advisory-and-brokerage assets,669.9,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791120000095/a2020q1earningsrelease.htm,0001397911-20-000095,2020-04-30
LPL Financial Holdings Inc.,2020-Q2,Advisory assets (subset of total),375.3,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791120000154/a2020q2earningsrelease.htm,0001397911-20-000154,2020-07-30
LPL Financial Holdings Inc.,2020-Q2,Brokerage assets (subset of total),386.4,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000154/a2020q2earningsrelease.htm,0001397911-20-000154,2020-07-30
LPL Financial Holdings Inc.,2020-Q2,Net new assets (total),13.0,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000154/a2020q2earningsrelease.htm,0001397911-20-000154,2020-07-30
LPL Financial Holdings Inc.,2020-Q2,Total client/advisory-and-brokerage assets,761.7,USD billions,STOCK,Total Brokerage and Advisory Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791120000154/a2020q2earningsrelease.htm,0001397911-20-000154,2020-07-30
LPL Financial Holdings Inc.,2020-Q3,Advisory assets (subset of total),405.9,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791120000191/a2020q3earningsrelease.htm,0001397911-20-000191,2020-10-29
LPL Financial Holdings Inc.,2020-Q3,Brokerage assets (subset of total),404.4,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000191/a2020q3earningsrelease.htm,0001397911-20-000191,2020-10-29
LPL Financial Holdings Inc.,2020-Q3,Net new assets (total),11.1,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791120000191/a2020q3earningsrelease.htm,0001397911-20-000191,2020-10-29
LPL Financial Holdings Inc.,2020-Q3,Total client/advisory-and-brokerage assets,810.4,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791120000191/a2020q3earningsrelease.htm,0001397911-20-000191,2020-10-29
LPL Financial Holdings Inc.,2020-Q4,Advisory assets (subset of total),461.2,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791121000005/a2020q4earningsrelease.htm,0001397911-21-000005,2021-02-04
LPL Financial Holdings Inc.,2020-Q4,Brokerage assets (subset of total),441.9,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000005/a2020q4earningsrelease.htm,0001397911-21-000005,2021-02-04
LPL Financial Holdings Inc.,2020-Q4,Net new assets (total),21.8,USD billions,FLOW,Total Net New Assets (excludes acquired/recruited assets from 2021Q1 on; combined organic+M&A before that),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000005/a2020q4earningsrelease.htm,0001397911-21-000005,2021-02-04
LPL Financial Holdings Inc.,2020-Q4,Total client/advisory-and-brokerage assets,903.1,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791121000005/a2020q4earningsrelease.htm,0001397911-21-000005,2021-02-04
LPL Financial Holdings Inc.,2021-Q1,Advisory assets (subset of total),496.7,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791121000091/a2021q1earningsrelease.htm,0001397911-21-000091,2021-04-29
LPL Financial Holdings Inc.,2021-Q1,Brokerage assets (subset of total),461.6,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000091/a2021q1earningsrelease.htm,0001397911-21-000091,2021-04-29
LPL Financial Holdings Inc.,2021-Q1,Net new assets (total),28.9,USD billions,FLOW,Total Organic Net New Assets (organic only -- LPL explicitly excludes recruited/acquired assets from this line),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000091/a2021q1earningsrelease.htm,0001397911-21-000091,2021-04-29
LPL Financial Holdings Inc.,2021-Q1,Total client/advisory-and-brokerage assets,958.3,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791121000091/a2021q1earningsrelease.htm,0001397911-21-000091,2021-04-29
LPL Financial Holdings Inc.,2021-Q2,Advisory assets (subset of total),577.6,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791121000147/a2021q2earningsrelease.htm,0001397911-21-000147,2021-07-29
LPL Financial Holdings Inc.,2021-Q2,Brokerage assets (subset of total),534.7,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000147/a2021q2earningsrelease.htm,0001397911-21-000147,2021-07-29
LPL Financial Holdings Inc.,2021-Q2,Net new assets (total),37.1,USD billions,FLOW,Total Organic Net New Assets (organic only -- LPL explicitly excludes recruited/acquired assets from this line),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000147/a2021q2earningsrelease.htm,0001397911-21-000147,2021-07-29
LPL Financial Holdings Inc.,2021-Q2,Total client/advisory-and-brokerage assets,1112.3,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791121000147/a2021q2earningsrelease.htm,0001397911-21-000147,2021-07-29
LPL Financial Holdings Inc.,2021-Q3,Advisory assets (subset of total),594.0,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791121000177/a2021q3earningsrelease.htm,0001397911-21-000177,2021-10-28
LPL Financial Holdings Inc.,2021-Q3,Brokerage assets (subset of total),538.6,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000177/a2021q3earningsrelease.htm,0001397911-21-000177,2021-10-28
LPL Financial Holdings Inc.,2021-Q3,Net new assets (total),26.7,USD billions,FLOW,Total Organic Net New Assets (organic only -- LPL explicitly excludes recruited/acquired assets from this line),https://www.sec.gov/Archives/edgar/data/1397911/000139791121000177/a2021q3earningsrelease.htm,0001397911-21-000177,2021-10-28
LPL Financial Holdings Inc.,2021-Q3,Total client/advisory-and-brokerage assets,1132.6,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791121000177/a2021q3earningsrelease.htm,0001397911-21-000177,2021-10-28
LPL Financial Holdings Inc.,2021-Q4,Advisory assets (subset of total),643.2,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791122000003/a2021q4earningsrelease.htm,0001397911-22-000003,2022-02-03
LPL Financial Holdings Inc.,2021-Q4,Brokerage assets (subset of total),563.2,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791122000003/a2021q4earningsrelease.htm,0001397911-22-000003,2022-02-03
LPL Financial Holdings Inc.,2021-Q4,Net new assets (total),26.2,USD billions,FLOW,Total Organic Net New Assets (organic only -- LPL explicitly excludes recruited/acquired assets from this line),https://www.sec.gov/Archives/edgar/data/1397911/000139791122000003/a2021q4earningsrelease.htm,0001397911-22-000003,2022-02-03
LPL Financial Holdings Inc.,2021-Q4,Total client/advisory-and-brokerage assets,1206.4,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791122000003/a2021q4earningsrelease.htm,0001397911-22-000003,2022-02-03
LPL Financial Holdings Inc.,2022-Q1,Advisory assets (subset of total),624.3,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791122000064/a2022q1earningsrelease.htm,0001397911-22-000064,2022-04-28
LPL Financial Holdings Inc.,2022-Q1,Brokerage assets (subset of total),538.8,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791122000064/a2022q1earningsrelease.htm,0001397911-22-000064,2022-04-28
LPL Financial Holdings Inc.,2022-Q1,Net new assets (total),17.6,USD billions,FLOW,Total Organic Net New Assets (organic only -- LPL explicitly excludes recruited/acquired assets from this line),https://www.sec.gov/Archives/edgar/data/1397911/000139791122000064/a2022q1earningsrelease.htm,0001397911-22-000064,2022-04-28
LPL Financial Holdings Inc.,2022-Q1,Total client/advisory-and-brokerage assets,1163.1,USD billions,STOCK,Total Advisory and Brokerage Assets,https://www.sec.gov/Archives/edgar/data/1397911/000139791122000064/a2022q1earningsrelease.htm,0001397911-22-000064,2022-04-28
LPL Financial Holdings Inc.,2022-Q2,Advisory assets (subset of total),558.6,USD billions,STOCK,"Advisory assets (fee-based, managed) -- rough equity-heavy proxy",https://www.sec.gov/Archives/edgar/data/1397911/000139791122000117/a2022q2earningsrelease.htm,0001397911-22-000117,2022-08-02
LPL Financial Holdings Inc.,2022-Q2,Brokerage assets (subset of total),506.0,USD billions,STOCK,Brokerage assets (commission-based),https://www.sec.gov/Archives/edgar/data/1397911/000139791122000117/a2022q2earningsrelease.htm,0001397911-22-000117,2022-08-02
