broker,period,metric,value,unit,flow_or_stock,firm_label,source_url,source_accession,source_doc_date
Morgan Stanley (Wealth Management segment),2015-Q1,Total client assets,2047.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752315001193/a51081872ex99_2.htm,0001157523-15-001193,2015-04-20
Morgan Stanley (Wealth Management segment),2015-Q2,Fee-based asset flows,13.9,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752315002400/a51144702ex99_2.htm,0001157523-15-002400,2015-07-20
Morgan Stanley (Wealth Management segment),2015-Q2,Fee-based client assets,813.0,USD billions,STOCK,Fee based client account assets,https://www.sec.gov/Archives/edgar/data/895421/000115752315003325/a51203555ex99_2.htm,0001157523-15-003325,2015-10-19
Morgan Stanley (Wealth Management segment),2015-Q2,Total client assets,2034.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752315002400/a51144702ex99_2.htm,0001157523-15-002400,2015-07-20
Morgan Stanley (Wealth Management segment),2015-Q3,Fee-based asset flows,7.7,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752315003325/a51203555ex99_2.htm,0001157523-15-003325,2015-10-19
Morgan Stanley (Wealth Management segment),2015-Q3,Fee-based client assets,770.0,USD billions,STOCK,Fee based client account assets,https://www.sec.gov/Archives/edgar/data/895421/000115752315003325/a51203555ex99_2.htm,0001157523-15-003325,2015-10-19
Morgan Stanley (Wealth Management segment),2015-Q3,Total client assets,1925.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752315003325/a51203555ex99_2.htm,0001157523-15-003325,2015-10-19
Morgan Stanley (Wealth Management segment),2015-Q4,Fee-based asset flows,11.4,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752316004228/a51260714ex99_2.htm,0001157523-16-004228,2016-01-19
Morgan Stanley (Wealth Management segment),2015-Q4,Fee-based client assets,795.0,USD billions,STOCK,Fee based client account assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316004228/a51260714ex99_2.htm,0001157523-16-004228,2016-01-19
Morgan Stanley (Wealth Management segment),2015-Q4,Total client assets,1985.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316004228/a51260714ex99_2.htm,0001157523-16-004228,2016-01-19
Morgan Stanley (Wealth Management segment),2016-Q1,Fee-based asset flows,5.9,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752316005111/a51321739ex99_2.htm,0001157523-16-005111,2016-04-18
Morgan Stanley (Wealth Management segment),2016-Q1,Fee-based client assets,798.0,USD billions,STOCK,Fee based client account assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316005111/a51321739ex99_2.htm,0001157523-16-005111,2016-04-18
Morgan Stanley (Wealth Management segment),2016-Q1,Total client assets,1999.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316005111/a51321739ex99_2.htm,0001157523-16-005111,2016-04-18
Morgan Stanley (Wealth Management segment),2016-Q2,Fee-based asset flows,12.0,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752316006117/a51382652ex99_2.htm,0001157523-16-006117,2016-07-20
Morgan Stanley (Wealth Management segment),2016-Q2,Fee-based client assets,820.0,USD billions,STOCK,Fee based client account assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316006117/a51382652ex99_2.htm,0001157523-16-006117,2016-07-20
Morgan Stanley (Wealth Management segment),2016-Q2,Total client assets,2034.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316006117/a51382652ex99_2.htm,0001157523-16-006117,2016-07-20
Morgan Stanley (Wealth Management segment),2016-Q3,Fee-based asset flows,13.5,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752316006891/a51439918ex99_2.htm,0001157523-16-006891,2016-10-19
Morgan Stanley (Wealth Management segment),2016-Q3,Total client assets,2090.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752316006891/a51439918ex99_2.htm,0001157523-16-006891,2016-10-19
Morgan Stanley (Wealth Management segment),2016-Q4,Fee-based asset flows,17.1,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752317000079/a51494060ex99_2.htm,0001157523-17-000079,2017-01-17
Morgan Stanley (Wealth Management segment),2016-Q4,Total client assets,2103.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752317000079/a51494060ex99_2.htm,0001157523-17-000079,2017-01-17
Morgan Stanley (Wealth Management segment),2017-Q1,Fee-based asset flows,18.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752317001064/a51541678ex99_2.htm,0001157523-17-001064,2017-04-19
Morgan Stanley (Wealth Management segment),2017-Q1,Total client assets,2187.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752317001064/a51541678ex99_2.htm,0001157523-17-001064,2017-04-19
Morgan Stanley (Wealth Management segment),2017-Q2,Fee-based asset flows,19.9,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752317001988/a51589641ex99_2.htm,0001157523-17-001988,2017-07-19
Morgan Stanley (Wealth Management segment),2017-Q2,Total client assets,2239.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752317001988/a51589641ex99_2.htm,0001157523-17-001988,2017-07-19
Morgan Stanley (Wealth Management segment),2017-Q3,Fee-based asset flows,15.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752317002698/a51699215ex99_2.htm,0001157523-17-002698,2017-10-17
Morgan Stanley (Wealth Management segment),2017-Q3,Total client assets,2307.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752317002698/a51699215ex99_2.htm,0001157523-17-002698,2017-10-17
Morgan Stanley (Wealth Management segment),2017-Q4,Fee-based asset flows,20.9,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752318000071/a51743424_ex992.htm,0001157523-18-000071,2018-01-18
Morgan Stanley (Wealth Management segment),2017-Q4,Total client assets,2373.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752318000071/a51743424_ex992.htm,0001157523-18-000071,2018-01-18
Morgan Stanley (Wealth Management segment),2018-Q1,Fee-based asset flows,18.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752318000724/a51788999ex99_2.htm,0001157523-18-000724,2018-04-18
Morgan Stanley (Wealth Management segment),2018-Q1,Fee-based client assets,1058.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319000821/a51969130ex99_2.htm,0001157523-19-000821,2019-04-17
Morgan Stanley (Wealth Management segment),2018-Q1,Total client assets,2371.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752318000724/a51788999ex99_2.htm,0001157523-18-000724,2018-04-18
Morgan Stanley (Wealth Management segment),2018-Q2,Fee-based asset flows,15.3,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752318001439/a51836741ex99_2.htm,0001157523-18-001439,2018-07-18
Morgan Stanley (Wealth Management segment),2018-Q2,Fee-based client assets,1084.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319001537/a52013522ex99_2.htm,0001157523-19-001537,2019-07-18
Morgan Stanley (Wealth Management segment),2018-Q2,Total client assets,2411.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752318001439/a51836741ex99_2.htm,0001157523-18-001439,2018-07-18
Morgan Stanley (Wealth Management segment),2018-Q3,Fee-based asset flows,16.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752318002043/a51882701ex99_2.htm,0001157523-18-002043,2018-10-16
Morgan Stanley (Wealth Management segment),2018-Q3,Fee-based client assets,1120.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319002059/a52111546ex99_2.htm,0001157523-19-002059,2019-10-17
Morgan Stanley (Wealth Management segment),2018-Q3,Total client assets,2496.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752318002043/a51882701ex99_2.htm,0001157523-18-002043,2018-10-16
Morgan Stanley (Wealth Management segment),2018-Q4,Fee-based asset flows,16.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752319000085/a51926474ex99_2.htm,0001157523-19-000085,2019-01-17
Morgan Stanley (Wealth Management segment),2018-Q4,Fee-based client assets,1046.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319000821/a51969130ex99_2.htm,0001157523-19-000821,2019-04-17
Morgan Stanley (Wealth Management segment),2018-Q4,Total client assets,2303.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319000085/a51926474ex99_2.htm,0001157523-19-000085,2019-01-17
Morgan Stanley (Wealth Management segment),2019-Q1,Fee-based asset flows,14.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752319000821/a51969130ex99_2.htm,0001157523-19-000821,2019-04-17
Morgan Stanley (Wealth Management segment),2019-Q1,Fee-based client assets,1116.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319000821/a51969130ex99_2.htm,0001157523-19-000821,2019-04-17
Morgan Stanley (Wealth Management segment),2019-Q1,Total client assets,2476.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319000821/a51969130ex99_2.htm,0001157523-19-000821,2019-04-17
Morgan Stanley (Wealth Management segment),2019-Q2,Fee-based asset flows,9.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752319001537/a52013522ex99_2.htm,0001157523-19-001537,2019-07-18
Morgan Stanley (Wealth Management segment),2019-Q2,Fee-based client assets,1159.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319001537/a52013522ex99_2.htm,0001157523-19-001537,2019-07-18
Morgan Stanley (Wealth Management segment),2019-Q2,Total client assets,2570.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319001537/a52013522ex99_2.htm,0001157523-19-001537,2019-07-18
Morgan Stanley (Wealth Management segment),2019-Q3,Fee-based asset flows,15.5,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752319002059/a52111546ex99_2.htm,0001157523-19-002059,2019-10-17
Morgan Stanley (Wealth Management segment),2019-Q3,Fee-based client assets,1186.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319002059/a52111546ex99_2.htm,0001157523-19-002059,2019-10-17
Morgan Stanley (Wealth Management segment),2019-Q3,Total client assets,2565.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752319002059/a52111546ex99_2.htm,0001157523-19-002059,2019-10-17
Morgan Stanley (Wealth Management segment),2019-Q4,Fee-based asset flows,24.9,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752320000072/a52158547ex99_2.htm,0001157523-20-000072,2020-01-16
Morgan Stanley (Wealth Management segment),2019-Q4,Fee-based client assets,1267.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320000072/a52158547ex99_2.htm,0001157523-20-000072,2020-01-16
Morgan Stanley (Wealth Management segment),2019-Q4,Net new assets,27.1,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000058/a52363086_ex992.htm,0001157523-21-000058,2021-01-20
Morgan Stanley (Wealth Management segment),2019-Q4,Total client assets,2700.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320000072/a52158547ex99_2.htm,0001157523-20-000072,2020-01-16
Morgan Stanley (Wealth Management segment),2020-Q1,Fee-based asset flows,18.4,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752320000518/a52203680_ex992.htm,0001157523-20-000518,2020-04-16
Morgan Stanley (Wealth Management segment),2020-Q1,Fee-based client assets,1134.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320000518/a52203680_ex992.htm,0001157523-20-000518,2020-04-16
Morgan Stanley (Wealth Management segment),2020-Q1,Net new assets,37.1,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000468/a52411712ex99_2.htm,0001157523-21-000468,2021-04-16
Morgan Stanley (Wealth Management segment),2020-Q1,Total client assets,2397.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320000518/a52203680_ex992.htm,0001157523-20-000518,2020-04-16
Morgan Stanley (Wealth Management segment),2020-Q2,Fee-based asset flows,11.1,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752320000980/a52250280_ex992.htm,0001157523-20-000980,2020-07-16
Morgan Stanley (Wealth Management segment),2020-Q2,Fee-based client assets,1236.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320000980/a52250280_ex992.htm,0001157523-20-000980,2020-07-16
Morgan Stanley (Wealth Management segment),2020-Q2,Net new assets,20.4,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000874/a52459468ex99_2.htm,0001157523-21-000874,2021-07-15
Morgan Stanley (Wealth Management segment),2020-Q2,Total client assets,2661.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320000980/a52250280_ex992.htm,0001157523-20-000980,2020-07-16
Morgan Stanley (Wealth Management segment),2020-Q3,Fee-based asset flows,23.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752320001312/a52305268ex99_2.htm,0001157523-20-001312,2020-10-15
Morgan Stanley (Wealth Management segment),2020-Q3,Fee-based client assets,1333.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320001312/a52305268ex99_2.htm,0001157523-20-001312,2020-10-15
Morgan Stanley (Wealth Management segment),2020-Q3,Net new assets,51.8,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000058/a52363086_ex992.htm,0001157523-21-000058,2021-01-20
Morgan Stanley (Wealth Management segment),2020-Q3,Total client assets,2852.0,USD billions,STOCK,Client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752320001312/a52305268ex99_2.htm,0001157523-20-001312,2020-10-15
Morgan Stanley (Wealth Management segment),2020-Q4,Fee-based asset flows,24.1,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752321000058/a52363086_ex992.htm,0001157523-21-000058,2021-01-20
Morgan Stanley (Wealth Management segment),2020-Q4,Fee-based client assets,1472.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321000058/a52363086_ex992.htm,0001157523-21-000058,2021-01-20
Morgan Stanley (Wealth Management segment),2020-Q4,Net new assets,66.1,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000058/a52363086_ex992.htm,0001157523-21-000058,2021-01-20
Morgan Stanley (Wealth Management segment),2020-Q4,Total client assets,3999.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321000058/a52363086_ex992.htm,0001157523-21-000058,2021-01-20
Morgan Stanley (Wealth Management segment),2021-Q1,Fee-based asset flows,37.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752321000468/a52411712ex99_2.htm,0001157523-21-000468,2021-04-16
Morgan Stanley (Wealth Management segment),2021-Q1,Fee-based client assets,1574.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321000468/a52411712ex99_2.htm,0001157523-21-000468,2021-04-16
Morgan Stanley (Wealth Management segment),2021-Q1,Net new assets,104.9,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000468/a52411712ex99_2.htm,0001157523-21-000468,2021-04-16
Morgan Stanley (Wealth Management segment),2021-Q1,Total client assets,4231.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321000468/a52411712ex99_2.htm,0001157523-21-000468,2021-04-16
Morgan Stanley (Wealth Management segment),2021-Q2,Fee-based asset flows,33.7,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752321000874/a52459468ex99_2.htm,0001157523-21-000874,2021-07-15
Morgan Stanley (Wealth Management segment),2021-Q2,Fee-based client assets,1680.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321000874/a52459468ex99_2.htm,0001157523-21-000874,2021-07-15
Morgan Stanley (Wealth Management segment),2021-Q2,Net new assets,71.2,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321000874/a52459468ex99_2.htm,0001157523-21-000874,2021-07-15
Morgan Stanley (Wealth Management segment),2021-Q2,Total client assets,4546.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321000874/a52459468ex99_2.htm,0001157523-21-000874,2021-07-15
Morgan Stanley (Wealth Management segment),2021-Q3,Fee-based asset flows,70.6,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752321001199/a52507322_ex992.htm,0001157523-21-001199,2021-10-14
Morgan Stanley (Wealth Management segment),2021-Q3,Fee-based client assets,1752.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321001199/a52507322_ex992.htm,0001157523-21-001199,2021-10-14
Morgan Stanley (Wealth Management segment),2021-Q3,Net new assets,134.5,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752321001199/a52507322_ex992.htm,0001157523-21-001199,2021-10-14
Morgan Stanley (Wealth Management segment),2021-Q3,Total client assets,4629.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752321001199/a52507322_ex992.htm,0001157523-21-001199,2021-10-14
Morgan Stanley (Wealth Management segment),2021-Q4,Fee-based asset flows,37.8,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752322000068/a52563520ex99_2.htm,0001157523-22-000068,2022-01-19
Morgan Stanley (Wealth Management segment),2021-Q4,Fee-based client assets,1839.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322000068/a52563520ex99_2.htm,0001157523-22-000068,2022-01-19
Morgan Stanley (Wealth Management segment),2021-Q4,Net new assets,127.1,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752322000068/a52563520ex99_2.htm,0001157523-22-000068,2022-01-19
Morgan Stanley (Wealth Management segment),2021-Q4,Total client assets,4930.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322000068/a52563520ex99_2.htm,0001157523-22-000068,2022-01-19
Morgan Stanley (Wealth Management segment),2022-Q1,Fee-based asset flows,97.2,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752322000424/a52683164ex99_2.htm,0001157523-22-000424,2022-04-14
Morgan Stanley (Wealth Management segment),2022-Q1,Fee-based client assets,1873.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322000424/a52683164ex99_2.htm,0001157523-22-000424,2022-04-14
Morgan Stanley (Wealth Management segment),2022-Q1,Net new assets,142.0,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752322000424/a52683164ex99_2.htm,0001157523-22-000424,2022-04-14
Morgan Stanley (Wealth Management segment),2022-Q1,Total client assets,4800.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322000424/a52683164ex99_2.htm,0001157523-22-000424,2022-04-14
Morgan Stanley (Wealth Management segment),2022-Q2,Fee-based asset flows,28.5,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752322000850/a52777919ex99_2.htm,0001157523-22-000850,2022-07-14
Morgan Stanley (Wealth Management segment),2022-Q2,Fee-based client assets,1717.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322000850/a52777919ex99_2.htm,0001157523-22-000850,2022-07-14
Morgan Stanley (Wealth Management segment),2022-Q2,Net new assets,52.9,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752322000850/a52777919ex99_2.htm,0001157523-22-000850,2022-07-14
Morgan Stanley (Wealth Management segment),2022-Q2,Total client assets,4246.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322000850/a52777919ex99_2.htm,0001157523-22-000850,2022-07-14
Morgan Stanley (Wealth Management segment),2022-Q3,Fee-based asset flows,16.7,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752322001315/a52942453ex99_2.htm,0001157523-22-001315,2022-10-14
Morgan Stanley (Wealth Management segment),2022-Q3,Fee-based client assets,1628.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322001315/a52942453ex99_2.htm,0001157523-22-001315,2022-10-14
Morgan Stanley (Wealth Management segment),2022-Q3,Net new assets,64.8,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752322001315/a52942453ex99_2.htm,0001157523-22-001315,2022-10-14
Morgan Stanley (Wealth Management segment),2022-Q3,Total client assets,4134.0,USD billions,STOCK,Total client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752322001315/a52942453ex99_2.htm,0001157523-22-001315,2022-10-14
Morgan Stanley (Wealth Management segment),2022-Q4,Fee-based asset flows,20.4,USD billions,FLOW,"Fee-based asset flows (flow, subset of net new assets)",https://www.sec.gov/Archives/edgar/data/895421/000115752323000051/a53203138ex99_2.htm,0001157523-23-000051,2023-01-17
Morgan Stanley (Wealth Management segment),2022-Q4,Fee-based client assets,1678.0,USD billions,STOCK,Fee-based client assets,https://www.sec.gov/Archives/edgar/data/895421/000115752323000051/a53203138ex99_2.htm,0001157523-23-000051,2023-01-17
Morgan Stanley (Wealth Management segment),2022-Q4,Net new assets,51.6,USD billions,FLOW,Net new assets (flow; excludes business-combination/divestiture impact per MS definition),https://www.sec.gov/Archives/edgar/data/895421/000115752323000051/a53203138ex99_2.htm,0001157523-23-000051,2023-01-17
