date,close,calendar_quarter,trailing_E_used,PE_trailing,delta_PE_vs_prior_trading_day,is_quarter_boundary_artifact_day,source
2023-12-29,4769.830078125,2023Q4,192.42999999999998,24.787351650600222,,N (anchor: last trading day of 2023),"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output)"
2024-01-22,4850.43017578125,2024Q1,191.39,25.34317454298161,0.05548940481477871,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-23,4864.60009765625,2024Q1,191.39,25.41721144080804,0.07403689782642786,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-24,4868.5498046875,2024Q1,191.39,25.43784839692513,0.020636956117090932,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-25,4894.16015625,2024Q1,191.39,25.571660777731335,0.13381238080620506,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-26,4890.97021484375,2024Q1,191.39,25.55499354639088,-0.016667231340456112,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-29,4927.93017578125,2024Q1,191.39,25.748106880094312,0.1931133337034332,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-30,4924.97021484375,2024Q1,191.39,25.732641281382257,-0.015465598712054884,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-01-31,4845.64990234375,2024Q1,191.39,25.318197932722452,-0.41444334865980537,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-01,4906.18994140625,2024Q1,191.39,25.63451560377371,0.31631767105125874,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-02,4958.60986328125,2024Q1,191.39,25.90840620346544,0.2738905996917289,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-05,4942.81005859375,2024Q1,191.39,25.82585327652307,-0.08255292694236971,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-06,4954.22998046875,2024Q1,191.39,25.885521607548725,0.059668331025655164,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-07,4995.06005859375,2024Q1,191.39,26.09885604573776,0.21333443818903675,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-08,4997.91015625,2024Q1,191.39,26.113747616124147,0.014891570386385666,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-09,5026.60986328125,2024Q1,191.39,26.263701673448196,0.14995405732404876,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-12,5021.83984375,2024Q1,191.39,26.238778639166103,-0.02492303428209297,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-13,4953.169921875,2024Q1,191.39,25.87998287201526,-0.3587957671508448,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-14,5000.6201171875,2024Q1,191.39,26.127906981490675,0.24792410947541654,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-15,5029.72998046875,2024Q1,191.39,26.280004077897228,0.15209709640655333,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-16,5005.56982421875,2024Q1,191.39,26.153768870989865,-0.12623520690736356,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-20,4975.509765625,2024Q1,191.39,25.996707067375517,-0.15706180361434718,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-21,4981.7998046875,2024Q1,191.39,26.029572102447883,0.0328650350723656,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-22,5087.02978515625,2024Q1,191.39,26.57939174019672,0.5498196377488362,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-23,5088.7998046875,2024Q1,191.39,26.588639974332516,0.009248234135796451,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-26,5069.52978515625,2024Q1,191.39,26.48795540600998,-0.10068456832253503,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-27,5078.18017578125,2024Q1,191.39,26.533153120754744,0.04519771474476286,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-28,5069.759765625,2024Q1,191.39,26.489157038638385,-0.04399608211635808,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-02-29,5096.27001953125,2024Q1,191.39,26.62767134924108,0.13851431060269448,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-01,5137.080078125,2024Q1,191.39,26.840901186712998,0.2132298374719177,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-04,5130.9501953125,2024Q1,191.39,26.80887295737761,-0.0320282293353884,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-05,5078.64990234375,2024Q1,191.39,26.53560741075161,-0.2732655466259999,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-06,5104.759765625,2024Q1,191.39,26.672029707011863,0.13642229626025326,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-07,5157.35986328125,2024Q1,191.39,26.94686171315769,0.2748320061458287,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-08,5123.68994140625,2024Q1,191.39,26.770938614380324,-0.17592309877736767,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-11,5117.93994140625,2024Q1,191.39,26.740895247433254,-0.030043366947069217,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-12,5175.27001953125,2024Q1,191.39,27.04044108642693,0.2995458389936765,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-13,5165.31005859375,2024Q1,191.39,26.98840095404018,-0.052040132386750315,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-14,5150.47998046875,2024Q1,191.39,26.910914783785728,-0.0774861702544527,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-15,5117.08984375,2024Q1,191.39,26.73645354381107,-0.1744612399746579,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-18,5149.419921875,2024Q1,191.39,26.90537604825226,0.16892250444119128,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-19,5178.509765625,2024Q1,191.39,27.057368543941692,0.15199249568943074,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-20,5224.6201171875,2024Q1,191.39,27.298292059080936,0.2409235151392437,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-21,5241.52978515625,2024Q1,191.39,27.386643947731073,0.08835188865013777,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-22,5234.18017578125,2024Q1,191.39,27.348242728362248,-0.03840121936882568,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-25,5218.18994140625,2024Q1,191.39,27.264694818988715,-0.08354790937353229,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-26,5203.580078125,2024Q1,191.39,27.188359256622604,-0.07633556236611128,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-27,5248.490234375,2024Q1,191.39,27.42301183120853,0.23465257458592603,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-03-28,5254.35009765625,2024Q1,191.39,27.453629226481272,0.030617395272741987,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-01,5243.77001953125,2024Q2,196.76,26.650589649986024,-0.803039576495248,Y,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-02,5205.81005859375,2024Q2,196.76,26.457664457174985,-0.19292519281103893,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-03,5211.490234375,2024Q2,196.76,26.486533006581624,0.028868549406638522,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-04,5147.2099609375,2024Q2,196.76,26.159839199723013,-0.3266938068586107,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-05,5204.33984375,2024Q2,196.76,26.450192334570037,0.29035313484702385,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-08,5202.39013671875,2024Q2,196.76,26.440283272610035,-0.009909061960001964,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-09,5209.91015625,2024Q2,196.76,26.478502522108155,0.03821924949811972,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-10,5160.64013671875,2024Q2,196.76,26.228095836139207,-0.25040668596894733,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-11,5199.06005859375,2024Q2,196.76,26.423358703973115,0.19526286783390745,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-12,5123.41015625,2024Q2,196.76,26.038880647743444,-0.38447805622967124,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-15,5061.81982421875,2024Q2,196.76,25.72585802103451,-0.313022626708932,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-16,5051.41015625,2024Q2,196.76,25.672952613590162,-0.05290540744434935,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-17,5022.2099609375,2024Q2,196.76,25.524547473762453,-0.14840513982770887,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-18,5011.1201171875,2024Q2,196.76,25.46818518594989,-0.056362287812564915,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-19,4967.22998046875,2024Q2,196.76,25.24512086028029,-0.223064325669597,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-22,5010.60009765625,2024Q2,196.76,25.465542273105562,0.22042141282527083,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-23,5070.5498046875,2024Q2,196.76,25.770226695911262,0.30468442280569974,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-24,5071.6298828125,2024Q2,196.76,25.775716013480892,0.005489317569630003,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-25,5048.419921875,2024Q2,196.76,25.6577552443332,-0.11796076914769316,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-26,5099.9599609375,2024Q2,196.76,25.919698927309923,0.26194368297672455,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-29,5116.169921875,2024Q2,196.76,26.002083359803823,0.0823844324938996,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-04-30,5035.68994140625,2024Q2,196.76,25.593057234225707,-0.4090261255781158,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-01,5018.39013671875,2024Q2,196.76,25.50513385199609,-0.0879233822296186,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-02,5064.2001953125,2024Q2,196.76,25.73795586151911,0.2328220095230229,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-03,5127.7900390625,2024Q2,196.76,26.06114067423511,0.3231848127159971,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-06,5180.740234375,2024Q2,196.76,26.330251241995324,0.26911056776021525,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-07,5187.7001953125,2024Q2,196.76,26.365624086768147,0.03537284477282299,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-08,5187.669921875,2024Q2,196.76,26.365470227053265,-0.0001538597148815768,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
2024-05-09,5214.080078125,2024Q2,196.76,26.499695457028867,0.13422522997560193,N,"query1.finance.yahoo.com/v8/finance/chart/%5EGSPC, field indicators.quote.close, no API key, fetched 2026-09-14; E from _research/2026-09-12-P2c-monthly_series.csv (this project's already-vetted P2c output), held flat within calendar quarter"
