window,top10_list_used,quarter,group,n_stocks,mean_idio_vol_ann_pct,median_idio_vol_ann_pct,mean_raw_return_pct,median_raw_return_pct,source
2015-19,top10_2015,2016Q2,rest,362,21.449477784825127,17.38309453432406,2.736643972228722,2.70497315698619,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2016Q2,top10,10,13.18745407673548,12.968178130892266,2.8516627909845096,2.880445060653547,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2016Q3,rest,362,19.876802487053123,15.966294548513368,4.950998158019336,3.3605224381946464,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2016Q3,top10,10,11.265277921259187,10.550811659608945,2.495641996905912,-1.092336833571711,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2016Q4,rest,362,23.780185854982783,21.0837984460044,3.975345251985978,2.274647489853343,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2016Q4,top10,10,15.811456734558115,15.101373935531264,8.123273603600405,5.6760371475058635,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q1,rest,362,18.917221984369338,16.192828000602447,5.491225171513385,5.627681525325279,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q1,top10,10,11.521814063490988,11.020898705533044,4.7807633887943135,4.379441270180983,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q2,rest,361,18.43954412344491,15.96980682351417,2.4662450679278285,3.5630422823417884,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q2,top10,10,12.252204486646134,12.526503271063824,0.0339573331301267,0.4568339199849003,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q3,rest,362,19.293245812269152,16.074249805069257,5.249833103524931,4.51521073041773,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q3,top10,10,12.77980794764897,11.519590756933637,4.375724408846656,6.266772967011569,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q4,rest,363,20.585395255981492,17.346020770988744,6.71098935043366,6.80557092800651,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2017Q4,top10,10,14.805896161017174,14.839430730042665,5.029282687648314,8.180927228690305,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q1,rest,364,22.343093103824742,19.0963994896144,-0.68796940959711,-1.556352884262785,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q1,top10,10,16.402471822889698,15.462143797002197,-5.494113964334064,-4.400601794740982,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q2,rest,364,21.645903629884465,18.792940800935895,2.988622673069975,1.90940443366564,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q2,top10,10,16.320310428072883,14.775923508068736,2.1020124215913496,2.5422046248218977,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q3,rest,363,20.7553602552206,18.02425642325566,4.862320857663717,4.66814380063274,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q3,top10,10,15.612056635312388,14.87176674544397,9.371932110465597,11.754600907711122,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q4,rest,362,25.885190196449063,23.471127850608266,-13.55603406261432,-13.74310667127862,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2018Q4,top10,10,23.001632689088662,19.980595159157986,-9.099457562934976,-8.406930944477747,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q1,rest,359,22.415757326066867,19.576761910994193,14.855284669694562,14.092198390303622,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q1,top10,10,18.470276314423984,15.243986962479203,11.123450905142471,7.657279386302884,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q2,rest,362,22.125881270747488,19.215364463133135,2.603506713837598,3.943150742873802,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q2,top10,10,16.219277653719494,15.372765767469456,4.70456593666412,4.9016868892228,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q3,rest,361,23.467769909925632,19.783922054145773,0.792446874652002,1.3474584179115956,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q3,top10,10,16.9221547308951,15.240389684471843,1.258725061265027,5.071966519476067,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q4,rest,361,22.130218533905143,17.87659937568523,7.501966089396331,6.364585857557592,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2015-19,top10_2015,2019Q4,top10,10,14.087098879736589,11.921060968105536,13.369324198606297,11.812864003188672,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q1,rest,472,23.37738115970648,21.21277624376433,7.793916370355315,7.356509359595432,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q1,top10,10,24.11702694210802,19.44647210473159,13.250709043769785,10.067505227624665,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q2,rest,472,23.83247873640558,21.28951550357405,-3.0055692609590547,-3.535243787700998,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q2,top10,10,26.94608796137451,24.520373942881346,10.38804414129364,6.780545496864143,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q3,rest,472,25.616908301973385,22.073635671586388,9.641577117920257,11.12138971817732,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q3,top10,10,23.930719559721705,19.902457167577673,7.903510887378879,11.236969620112305,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q4,rest,472,25.871383034179537,23.154886681884395,-2.547180906390583,-2.99853386065676,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2024Q4,top10,10,26.078224734326035,21.147197103805773,8.035750320060298,4.980176897978383,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q1,rest,472,27.80986038004685,24.8600237019324,-0.7680977572486891,-0.822847316428299,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q1,top10,10,27.76308478542295,24.855814885015143,-7.297688584981429,-10.980200302128468,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q2,rest,472,25.989575325105072,23.64231504267643,5.116604084971551,2.6511478199754412,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q2,top10,10,30.47344419786737,24.680900759128416,9.525510987010191,14.70502453854854,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q3,rest,472,27.143774675849176,24.031900873279405,4.370002798568912,4.404988127493037,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q3,top10,10,25.995596105614215,23.940146289876473,16.151873080805075,14.74237301423842,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q4,rest,472,26.707902790577197,23.78385572143474,1.7166849687134145,0.0104079288166747,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2025Q4,top10,10,22.66019885233832,23.915139086041343,3.396855160276691,0.5532008797886512,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2026Q1,rest,472,32.546257617305464,29.660940716251563,1.183174214938412,-0.8588327958331254,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2026Q1,top10,10,26.648101450340057,25.4373915778328,-8.806243712505752,-8.916323973794782,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2026Q2,rest,472,34.07714830927753,30.20289648022237,9.80645606866173,6.027380358709323,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2026Q2,top10,10,28.40639934202316,29.77582542545168,14.384541144340336,13.630560461823116,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2026Q3,rest,472,33.19255159940132,29.682638043407437,2.139867403809931,0.2402929198697778,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2023,2026Q3,top10,10,33.05900252553495,33.10126681763264,6.000274146119334,6.41199320939998,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q1,rest,472,23.33058509176348,21.113043701192872,7.673346042277769,7.312505137329561,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q1,top10,10,26.325801349017855,24.76739609596557,18.941628529029938,18.311459775883897,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q2,rest,472,23.79454797667856,21.25832063097465,-3.0936504799916125,-3.6032569681881785,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q2,top10,10,28.736419820489893,25.02166448194381,14.545477679630377,14.571618946753828,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q3,rest,472,25.551630696432458,21.99854172177044,9.686392408013909,11.222398001236543,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q3,top10,10,27.01182254125361,24.608808790822444,5.788229194958427,3.0515498858067645,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q4,rest,472,25.78670545500061,23.12461364166626,-2.6430240409554826,-3.226673640808564,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2024Q4,top10,10,30.07500647157134,23.4256669476559,12.559546271523567,9.091801612895711,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q1,rest,472,27.743401154668923,24.828499830630253,-0.6834242276538001,-0.7817063618653863,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q1,top10,10,30.899960223261132,25.042067934755273,-11.294279181860192,-12.238605901893346,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q2,rest,472,26.026263342199503,23.64231504267643,4.890508084321793,2.5162605682997663,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q2,top10,10,28.741769791009908,25.40993591258478,20.197242217678777,18.941779086361844,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q3,rest,472,27.113555067372697,24.013541226684957,4.403216679881035,4.410650055878962,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q3,top10,10,27.421961625703897,24.376040724747497,14.58417788287287,11.201657500448814,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q4,rest,472,26.64608727481071,23.70886856040603,1.637023063905765,-0.0227630834196856,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2025Q4,top10,10,25.57789119651637,26.885702627630312,7.156897067197741,3.1162141859092607,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2026Q1,rest,472,32.53296856022419,29.63099000944949,1.2382726748638215,-0.8352597755446667,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2026Q1,top10,10,27.27534494457603,26.153189593506184,-11.406891020985077,-10.07700379420884,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2026Q2,rest,472,34.01584233242132,30.108435855325048,9.819388476976387,5.930734151432193,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2026Q2,top10,10,31.300041449636364,32.03136530569408,13.774131471888268,14.279276439358302,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2026Q3,rest,472,33.1508958608139,29.63226712580206,2.1553658497899786,0.307979305999817,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
2024-26,top10_2025,2026Q3,top10,10,35.0251533868612,34.97645740001417,5.268747495861082,4.8656440184097205,"Yahoo Finance chart API (query1.finance.yahoo.com/v8/finance/chart), daily adjclose; fetched 2026-09-13; market factor ^GSPC; OLS market-model residual per ticker-quarter, min 40 daily obs"
